LSOAs,Ethnic Group;White;2011,Ethnic Group;Mixed/multiple ethnic groups;2011,Ethnic Group;Asian/Asian British;2011,Ethnic Group;Black/African/Caribbean/Black British;2011,Ethnic Group;Other ethnic group;2011,Ethnic Group;BAME;2011,Ethnic Group;White (%);2011,Ethnic Group;Mixed/multiple ethnic groups (%);2011,Ethnic Group;Asian/Asian British (%);2011,Ethnic Group;Black/African/Caribbean/Black British (%);2011,Ethnic Group;Other ethnic group (%);2011,Ethnic Group;BAME (%);2011
E01000429,1132,56,60,378,13,507,69.1,3.4,3.7,23.1,0.8,30.9
E01000430,1142,50,67,507,16,640,64.1,2.8,3.8,28.5,0.9,35.9
E01000431,1162,60,71,368,11,510,69.5,3.6,4.2,22,0.7,30.5
E01000432,1267,42,70,263,31,406,75.7,2.5,4.2,15.7,1.9,24.3
E01000433,1331,66,60,346,7,479,73.5,3.6,3.3,19.1,0.4,26.5
E01000434,1305,36,48,185,10,279,82.4,2.3,3,11.7,0.6,17.6
E01000356,1298,16,177,48,7,248,84,1,11.4,3.1,0.5,16
E01000357,1227,20,145,43,22,230,84.2,1.4,10,3,1.5,15.8
E01000359,1084,33,106,55,2,196,84.7,2.6,8.3,4.3,0.2,15.3
E01000421,1297,13,123,27,22,185,87.5,0.9,8.3,1.8,1.5,12.5
E01000450,1503,38,127,148,16,329,82,2.1,6.9,8.1,0.9,18
E01000451,1414,24,134,121,6,285,83.2,1.4,7.9,7.1,0.4,16.8
E01000452,1164,39,138,59,28,264,81.5,2.7,9.7,4.1,2,18.5
E01000367,1280,30,82,179,4,295,81.3,1.9,5.2,11.4,0.3,18.7
E01000368,1279,37,65,154,4,260,83.1,2.4,4.2,10,0.3,16.9
E01000372,1301,25,145,195,14,379,77.4,1.5,8.6,11.6,0.8,22.6
E01000380,1323,15,32,81,4,132,90.9,1,2.2,5.6,0.3,9.1
E01000435,1105,43,42,211,5,301,78.6,3.1,3,15,0.4,21.4
E01000353,1522,30,85,41,8,164,90.3,1.8,5,2.4,0.5,9.7
E01000354,1277,36,128,59,5,228,84.9,2.4,8.5,3.9,0.3,15.1
E01000355,1322,16,65,52,9,142,90.3,1.1,4.4,3.6,0.6,9.7
E01000358,1430,20,114,39,5,178,88.9,1.2,7.1,2.4,0.3,11.1
E01000436,1478,27,134,41,5,207,87.7,1.6,8,2.4,0.3,12.3
E01000401,1350,34,141,114,8,297,82,2.1,8.6,6.9,0.5,18
E01000453,1254,34,106,69,9,218,85.2,2.3,7.2,4.7,0.6,14.8
E01000454,1303,30,163,52,24,269,82.9,1.9,10.4,3.3,1.5,17.1
E01000455,1368,21,223,74,19,337,80.2,1.2,13.1,4.3,1.1,19.8
E01000456,1208,20,126,57,16,219,84.7,1.4,8.8,4,1.1,15.3
E01000325,1507,22,47,29,5,103,93.6,1.4,2.9,1.8,0.3,6.4
E01000326,1161,22,32,73,7,134,89.7,1.7,2.5,5.6,0.5,10.3
E01000369,1444,30,43,80,21,174,89.2,1.9,2.7,4.9,1.3,10.8
E01000370,1427,43,59,57,11,170,89.4,2.7,3.7,3.6,0.7,10.6
E01000371,1408,16,40,77,4,137,91.1,1,2.6,5,0.3,8.9
E01000360,1418,43,146,41,14,244,85.3,2.6,8.8,2.5,0.8,14.7
E01000362,1318,27,79,40,18,164,88.9,1.8,5.3,2.7,1.2,11.1
E01000365,1475,26,112,59,6,203,87.9,1.5,6.7,3.5,0.4,12.1
E01000366,1330,45,165,30,15,255,83.9,2.8,10.4,1.9,0.9,16.1
E01000394,1269,39,96,43,11,189,87,2.7,6.6,2.9,0.8,13
E01000388,1255,20,184,58,14,276,82,1.3,12,3.8,0.9,18
E01000392,1247,59,169,143,28,399,75.8,3.6,10.3,8.7,1.7,24.2
E01000409,1511,21,81,22,14,138,91.6,1.3,4.9,1.3,0.8,8.4
E01000411,1200,24,82,78,14,198,85.8,1.7,5.9,5.6,1,14.2
E01000414,1240,54,282,97,35,468,72.6,3.2,16.5,5.7,2,27.4
E01000415,1232,31,159,58,18,266,82.2,2.1,10.6,3.9,1.2,17.8
E01000327,1406,28,79,18,12,137,91.1,1.8,5.1,1.2,0.8,8.9
E01000328,1369,17,56,30,8,111,92.5,1.1,3.8,2,0.5,7.5
E01000329,1181,10,72,48,5,135,89.7,0.8,5.5,3.6,0.4,10.3
E01000330,1378,28,91,41,6,166,89.2,1.8,5.9,2.7,0.4,10.8
E01000331,1394,46,97,88,5,236,85.5,2.8,6,5.4,0.3,14.5
E01000340,1379,12,70,36,5,123,91.8,0.8,4.7,2.4,0.3,8.2
E01000395,1245,31,114,32,6,183,87.2,2.2,8,2.2,0.4,12.8
E01000396,1182,14,133,43,27,217,84.5,1,9.5,3.1,1.9,15.5
E01000410,1386,25,71,79,7,182,88.4,1.6,4.5,5,0.4,11.6
E01000412,1431,19,130,87,11,247,85.3,1.1,7.7,5.2,0.7,14.7
E01000413,1136,20,78,49,18,165,87.3,1.5,6,3.8,1.4,12.7
E01000374,1274,37,86,128,8,259,83.1,2.4,5.6,8.3,0.5,16.9
E01000375,1302,29,45,95,5,174,88.2,2,3,6.4,0.3,11.8
E01000376,1345,37,89,62,8,196,87.3,2.4,5.8,4,0.5,12.7
E01000377,1317,22,44,35,2,103,92.7,1.5,3.1,2.5,0.1,7.3
E01000378,1854,44,93,119,11,267,87.4,2.1,4.4,5.6,0.5,12.6
E01000379,1495,23,70,86,6,185,89,1.4,4.2,5.1,0.4,11
E01000348,1359,30,65,18,9,122,91.8,2,4.4,1.2,0.6,8.2
E01000349,1481,38,80,59,1,178,89.3,2.3,4.8,3.6,0.1,10.7
E01000361,1395,27,54,61,3,145,90.6,1.8,3.5,4,0.2,9.4
E01000363,1214,23,144,50,10,227,84.2,1.6,10,3.5,0.7,15.8
E01000389,1416,19,181,28,5,233,85.9,1.2,11,1.7,0.3,14.1
E01000390,1067,43,118,34,28,223,82.7,3.3,9.1,2.6,2.2,17.3
E01000393,1336,38,121,76,10,245,84.5,2.4,7.7,4.8,0.6,15.5
E01000346,1486,40,68,25,3,136,91.6,2.5,4.2,1.5,0.2,8.4
E01000347,1331,39,58,38,20,155,89.6,2.6,3.9,2.6,1.3,10.4
E01000350,1379,27,60,27,8,122,91.9,1.8,4,1.8,0.5,8.1
E01000352,1392,47,82,41,13,183,88.4,3,5.2,2.6,0.8,11.6
E01000391,1517,34,69,83,6,192,88.8,2,4,4.9,0.4,11.2
E01000341,1389,18,53,28,2,101,93.2,1.2,3.6,1.9,0.1,6.8
E01000342,1492,28,52,15,8,103,93.5,1.8,3.3,0.9,0.5,6.5
E01000343,1423,22,74,12,4,112,92.7,1.4,4.8,0.8,0.3,7.3
E01000345,1241,36,57,16,5,114,91.6,2.7,4.2,1.2,0.4,8.4
E01000460,1238,19,71,20,5,115,91.5,1.4,5.2,1.5,0.4,8.5
E01000364,1351,35,122,62,7,226,85.7,2.2,7.7,3.9,0.4,14.3
E01000444,1408,43,163,18,5,229,86,2.6,10,1.1,0.3,14
E01000447,1400,35,71,21,8,135,91.2,2.3,4.6,1.4,0.5,8.8
E01000448,1254,21,43,15,2,81,93.9,1.6,3.2,1.1,0.1,6.1
E01000449,1383,24,64,22,2,112,92.5,1.6,4.3,1.5,0.1,7.5
E01000351,1449,30,79,22,6,137,91.4,1.9,5,1.4,0.4,8.6
E01000443,1194,25,29,16,12,82,93.6,2,2.3,1.3,0.9,6.4
E01000445,1497,17,98,21,8,144,91.2,1,6,1.3,0.5,8.8
E01000446,1479,19,48,10,16,93,94.1,1.2,3.1,0.6,1,5.9
E01000461,1484,16,105,42,15,178,89.3,1,6.3,2.5,0.9,10.7
E01000339,1417,27,44,32,10,113,92.6,1.8,2.9,2.1,0.7,7.4
E01000344,1498,29,36,40,6,111,93.1,1.8,2.2,2.5,0.4,6.9
E01000423,1506,22,44,48,18,132,91.9,1.3,2.7,2.9,1.1,8.1
E01000425,1633,20,73,21,5,119,93.2,1.1,4.2,1.2,0.3,6.8
E01000463,1137,28,61,26,2,117,90.7,2.2,4.9,2.1,0.2,9.3
E01000424,1560,34,77,15,7,133,92.1,2,4.5,0.9,0.4,7.9
E01000426,1538,29,64,32,12,137,91.8,1.7,3.8,1.9,0.7,8.2
E01000427,1772,38,76,32,14,160,91.7,2,3.9,1.7,0.7,8.3
E01000457,1558,53,117,46,9,225,87.4,3,6.6,2.6,0.5,12.6
E01000462,1474,26,82,47,14,169,89.7,1.6,5,2.9,0.9,10.3
E01000382,1374,19,83,33,15,150,90.2,1.2,5.4,2.2,1,9.8
E01000384,1602,36,55,26,3,120,93,2.1,3.2,1.5,0.2,7
E01000387,1382,15,86,46,6,153,90,1,5.6,3,0.4,10
E01000428,1450,63,158,75,6,302,82.8,3.6,9,4.3,0.3,17.2
E01000458,1334,30,66,24,8,128,91.2,2.1,4.5,1.6,0.5,8.8
E01000459,1520,50,86,27,4,167,90.1,3,5.1,1.6,0.2,9.9
E01000381,1471,38,40,40,9,127,92.1,2.4,2.5,2.5,0.6,7.9
E01000383,1384,30,48,35,8,121,92,2,3.2,2.3,0.5,8
E01000385,1600,60,72,117,17,266,85.7,3.2,3.9,6.3,0.9,14.3
E01000386,1162,60,110,111,14,295,79.8,4.1,7.5,7.6,1,20.2
E01000398,1357,35,121,77,9,242,84.9,2.2,7.6,4.8,0.6,15.1
E01000399,1279,30,129,96,20,275,82.3,1.9,8.3,6.2,1.3,17.7
E01000400,1237,29,186,81,14,310,80,1.9,12,5.2,0.9,20
E01032566,1373,67,101,128,15,311,81.5,4,6,7.6,0.9,18.5
E01000587,495,47,1039,83,44,1213,29,2.8,60.8,4.9,2.6,71
E01000589,408,54,1218,165,87,1524,21.1,2.8,63,8.5,4.5,78.9
E01000590,680,63,877,117,52,1109,38,3.5,49,6.5,2.9,62
E01000592,494,46,808,180,94,1128,30.5,2.8,49.8,11.1,5.8,69.5
E01000593,562,81,1015,362,114,1572,26.3,3.8,47.6,17,5.3,73.7
E01000594,402,47,1084,136,29,1296,23.7,2.8,63.8,8,1.7,76.3
E01000513,640,36,735,162,120,1053,37.8,2.1,43.4,9.6,7.1,62.2
E01000514,627,89,570,160,66,885,41.5,5.9,37.7,10.6,4.4,58.5
E01000516,691,62,694,162,98,1016,40.5,3.6,40.7,9.5,5.7,59.5
E01000520,706,79,546,191,115,931,43.1,4.8,33.4,11.7,7,56.9
E01000588,613,106,852,501,125,1584,27.9,4.8,38.8,22.8,5.7,72.1
E01000515,591,111,626,260,114,1111,34.7,6.5,36.8,15.3,6.7,65.3
E01000517,532,21,912,58,86,1077,33.1,1.3,56.7,3.6,5.3,66.9
E01000543,346,48,1015,104,83,1250,21.7,3,63.6,6.5,5.2,78.3
E01000591,446,65,1300,133,131,1629,21.5,3.1,62.7,6.4,6.3,78.5
E01033463,846,65,1639,201,188,2093,28.8,2.2,55.8,6.8,6.4,71.2
E01000536,479,56,921,64,53,1094,30.5,3.6,58.6,4.1,3.4,69.5
E01000538,549,22,877,57,77,1033,34.7,1.4,55.4,3.6,4.9,65.3
E01000539,569,38,831,53,50,972,36.9,2.5,53.9,3.4,3.2,63.1
E01000540,479,41,862,59,55,1017,32,2.7,57.6,3.9,3.7,68
E01000541,377,33,879,82,35,1029,26.8,2.3,62.5,5.8,2.5,73.2
E01000518,610,70,663,224,95,1052,36.7,4.2,39.9,13.5,5.7,63.3
E01000519,621,89,755,247,211,1302,32.3,4.6,39.3,12.8,11,67.7
E01000623,666,54,773,161,118,1106,37.6,3,43.6,9.1,6.7,62.4
E01000624,655,73,650,222,90,1035,38.8,4.3,38.5,13.1,5.3,61.2
E01000629,684,38,878,187,124,1227,35.8,2,45.9,9.8,6.5,64.2
E01000480,605,48,733,163,200,1144,34.6,2.7,41.9,9.3,11.4,65.4
E01000484,383,56,343,361,85,845,31.2,4.6,27.9,29.4,6.9,68.8
E01000485,431,70,612,199,63,944,31.3,5.1,44.5,14.5,4.6,68.7
E01000486,587,108,738,75,194,1115,34.5,6.3,43.4,4.4,11.4,65.5
E01000487,599,70,844,213,164,1291,31.7,3.7,44.7,11.3,8.7,68.3
E01000572,446,64,765,169,37,1035,30.1,4.3,51.7,11.4,2.5,69.9
E01000573,533,65,773,132,93,1063,33.4,4.1,48.4,8.3,5.8,66.6
E01000574,497,75,604,128,51,858,36.7,5.5,44.6,9.4,3.8,63.3
E01000575,579,74,915,174,113,1276,31.2,4,49.3,9.4,6.1,68.8
E01000577,557,113,929,613,208,1863,23,4.7,38.4,25.3,8.6,77
E01000562,383,45,922,124,74,1165,24.7,2.9,59.6,8,4.8,75.3
E01000563,398,54,843,99,86,1082,26.9,3.6,57,6.7,5.8,73.1
E01000566,472,44,786,146,87,1063,30.7,2.9,51.2,9.5,5.7,69.3
E01000568,904,61,1038,187,70,1356,40,2.7,45.9,8.3,3.1,60
E01000569,492,42,822,141,68,1073,31.4,2.7,52.5,9,4.3,68.6
E01000479,524,54,704,126,251,1135,31.6,3.3,42.4,7.6,15.1,68.4
E01000481,452,69,578,319,120,1086,29.4,4.5,37.6,20.7,7.8,70.6
E01000482,730,157,884,918,197,2156,25.3,5.4,30.6,31.8,6.8,74.7
E01000483,467,106,451,542,179,1278,26.8,6.1,25.8,31.1,10.3,73.2
E01000625,658,56,421,197,172,846,43.8,3.7,28,13.1,11.4,56.3
E01000498,391,45,734,386,124,1289,23.3,2.7,43.7,23,7.4,76.7
E01000622,829,99,278,289,90,756,52.3,6.2,17.5,18.2,5.7,47.7
E01000626,525,100,249,519,107,975,35,6.7,16.6,34.6,7.1,65
E01033464,721,102,1351,630,218,2301,23.9,3.4,44.7,20.8,7.2,76.1
E01000497,769,67,443,355,122,987,43.8,3.8,25.2,20.2,6.9,56.2
E01000499,602,103,520,342,165,1130,34.8,5.9,30,19.7,9.5,65.2
E01000501,691,148,340,539,156,1183,36.9,7.9,18.1,28.8,8.3,63.1
E01000502,622,62,356,256,97,771,44.7,4.5,25.6,18.4,7,55.3
E01000503,1001,93,365,348,161,967,50.9,4.7,18.5,17.7,8.2,49.1
E01000570,386,63,763,318,49,1193,24.4,4,48.3,20.1,3.1,75.6
E01000571,473,73,797,231,133,1234,27.7,4.3,46.7,13.5,7.8,72.3
E01000576,441,67,883,133,136,1219,26.6,4,53.2,8,8.2,73.4
E01000578,723,92,668,216,122,1098,39.7,5.1,36.7,11.9,6.7,60.3
E01000564,488,76,739,213,54,1082,31.1,4.8,47.1,13.6,3.4,68.9
E01000565,374,44,743,241,71,1099,25.4,3,50.4,16.4,4.8,74.6
E01000607,476,78,1372,231,66,1747,21.4,3.5,61.7,10.4,3,78.6
E01000608,444,96,1268,338,117,1819,19.6,4.2,56,14.9,5.2,80.4
E01000613,449,68,822,259,75,1224,26.8,4.1,49.1,15.5,4.5,73.2
E01000506,708,83,345,424,111,963,42.4,5,20.6,25.4,6.6,57.6
E01000509,486,41,527,304,95,967,33.4,2.8,36.3,20.9,6.5,66.6
E01000510,686,91,453,267,176,987,41,5.4,27.1,16,10.5,59
E01000511,660,86,423,324,136,969,40.5,5.3,26,19.9,8.3,59.5
E01000627,660,96,508,484,152,1240,34.7,5.1,26.7,25.5,8,65.3
E01000628,645,107,583,439,117,1246,34.1,5.7,30.8,23.2,6.2,65.9
E01000553,1020,106,544,298,132,1080,48.6,5,25.9,14.2,6.3,51.4
E01000554,1050,128,287,290,102,807,56.5,6.9,15.5,15.6,5.5,43.5
E01000555,845,85,316,132,119,652,56.4,5.7,21.1,8.8,7.9,43.6
E01000556,872,69,422,318,188,997,46.7,3.7,22.6,17,10.1,53.3
E01000557,969,92,449,190,161,892,52.1,4.9,24.1,10.2,8.7,47.9
E01000558,961,110,188,143,106,547,63.7,7.3,12.5,9.5,7,36.3
E01000567,489,53,640,158,40,891,35.4,3.8,46.4,11.4,2.9,64.6
E01000606,446,69,845,285,65,1264,26.1,4,49.4,16.7,3.8,73.9
E01000609,540,90,1049,315,85,1539,26,4.3,50.5,15.2,4.1,74
E01000611,251,41,839,227,57,1164,17.7,2.9,59.3,16,4,82.3
E01000615,369,70,617,460,87,1234,23,4.4,38.5,28.7,5.4,77
E01000617,415,51,921,274,89,1335,23.7,2.9,52.6,15.7,5.1,76.3
E01000618,399,57,719,410,54,1240,24.3,3.5,43.9,25,3.3,75.7
E01000619,288,64,754,479,67,1364,17.4,3.9,45.6,29,4.1,82.6
E01033424,393,94,535,399,87,1115,26.1,6.2,35.5,26.5,5.8,73.9
E01033457,477,75,878,152,130,1235,27.9,4.4,51.3,8.9,7.6,72.1
E01000504,993,117,226,234,106,683,59.2,7,13.5,14,6.3,40.8
E01000505,672,76,480,297,135,988,40.5,4.6,28.9,17.9,8.1,59.5
E01000507,695,89,485,225,140,939,42.5,5.4,29.7,13.8,8.6,57.5
E01000512,1068,94,290,187,63,634,62.7,5.5,17,11,3.7,37.3
E01000559,864,98,187,188,78,551,61.1,6.9,13.2,13.3,5.5,38.9
E01000610,396,63,1128,273,75,1539,20.5,3.3,58.3,14.1,3.9,79.5
E01000612,394,57,996,154,51,1258,23.8,3.5,60.3,9.3,3.1,76.2
E01000631,288,37,1346,167,44,1594,15.3,2,71.5,8.9,2.3,84.7
E01000633,178,35,1608,125,24,1792,9,1.8,81.6,6.3,1.2,91
E01000634,330,79,1398,454,82,2013,14.1,3.4,59.7,19.4,3.5,85.9
E01000616,520,94,851,241,41,1227,29.8,5.4,48.7,13.8,2.3,70.2
E01000620,305,34,954,331,91,1410,17.8,2,55.6,19.3,5.3,82.2
E01000621,410,83,815,404,67,1369,23,4.7,45.8,22.7,3.8,77
E01000635,441,96,1320,444,114,1974,18.3,4,54.7,18.4,4.7,81.7
E01000636,311,59,1100,259,47,1465,17.5,3.3,61.9,14.6,2.6,82.5
E01000596,408,133,268,771,114,1286,24.1,7.9,15.8,45.5,6.7,75.9
E01000601,367,109,204,686,139,1138,24.4,7.2,13.6,45.6,9.2,75.6
E01000602,336,89,379,654,83,1205,21.8,5.8,24.6,42.4,5.4,78.2
E01000603,403,111,282,604,87,1084,27.1,7.5,19,40.6,5.9,72.9
E01000604,389,109,314,863,91,1377,22,6.2,17.8,48.9,5.2,78
E01000605,486,79,351,687,59,1176,29.2,4.8,21.1,41.3,3.5,70.8
E01000488,690,95,398,226,167,886,43.8,6,25.3,14.3,10.6,56.2
E01000637,855,105,319,340,56,820,51,6.3,19,20.3,3.3,49
E01000639,1031,135,309,223,59,726,58.7,7.7,17.6,12.7,3.4,41.3
E01000642,1197,133,369,263,92,857,58.3,6.5,18,12.8,4.5,41.7
E01000644,963,130,459,306,90,985,49.4,6.7,23.6,15.7,4.6,50.6
E01000490,1051,123,192,157,83,555,65.4,7.7,12,9.8,5.2,34.6
E01000494,953,113,291,195,186,785,54.8,6.5,16.7,11.2,10.7,45.2
E01000495,966,102,168,219,119,608,61.4,6.5,10.7,13.9,7.6,38.6
E01000560,1190,114,152,107,54,427,73.6,7.1,9.4,6.6,3.3,26.4
E01000561,1021,120,230,296,138,784,56.6,6.6,12.7,16.4,7.6,43.4
E01000638,883,133,482,332,109,1056,45.5,6.9,24.9,17.1,5.6,54.5
E01000640,866,144,603,364,146,1257,40.8,6.8,28.4,17.1,6.9,59.2
E01000641,827,164,402,475,77,1118,42.5,8.4,20.7,24.4,4,57.5
E01000643,748,158,394,696,150,1398,34.9,7.4,18.4,32.4,7,65.1
E01000508,678,95,328,775,85,1283,34.6,4.8,16.7,39.5,4.3,65.4
E01000521,640,153,466,764,156,1539,29.4,7,21.4,35.1,7.2,70.6
E01000522,737,135,207,756,88,1186,38.3,7,10.8,39.3,4.6,61.7
E01000526,591,154,335,1082,117,1688,25.9,6.8,14.7,47.5,5.1,74.1
E01000527,786,169,288,823,112,1392,36.1,7.8,13.2,37.8,5.1,63.9
E01000528,307,121,186,825,54,1186,20.6,8.1,12.5,55.3,3.6,79.4
E01000471,390,71,925,203,49,1248,23.8,4.3,56.5,12.4,3,76.2
E01000474,206,67,1472,228,26,1793,10.3,3.4,73.6,11.4,1.3,89.7
E01000476,245,38,1097,201,37,1373,15.1,2.3,67.8,12.4,2.3,84.9
E01000477,441,75,1002,321,77,1475,23,3.9,52.3,16.8,4,77
E01000630,350,94,1256,472,82,1904,15.5,4.2,55.7,20.9,3.6,84.5
E01000595,442,102,266,735,140,1243,26.2,6.1,15.8,43.6,8.3,73.8
E01000599,304,62,144,721,77,1004,23.2,4.7,11,55.1,5.9,76.8
E01000600,477,141,304,990,135,1570,23.3,6.9,14.9,48.4,6.6,76.7
E01033456,361,135,356,1262,94,1847,16.3,6.1,16.1,57.2,4.3,83.7
E01000545,1151,146,218,188,106,658,63.6,8.1,12.1,10.4,5.9,36.4
E01000546,1086,106,206,172,75,559,66,6.4,12.5,10.5,4.6,34
E01000547,1115,97,221,263,84,665,62.6,5.4,12.4,14.8,4.7,37.4
E01000548,1258,129,203,304,150,786,61.5,6.3,9.9,14.9,7.3,38.5
E01000549,1304,155,197,201,79,632,67.4,8,10.2,10.4,4.1,32.6
E01000472,445,34,681,114,72,901,33.1,2.5,50.6,8.5,5.3,66.9
E01000473,164,37,1528,134,20,1719,8.7,2,81.1,7.1,1.1,91.3
E01000475,415,44,1210,242,65,1561,21,2.2,61.2,12.2,3.3,79
E01000478,251,53,1147,145,45,1390,15.3,3.2,69.9,8.8,2.7,84.7
E01000632,157,43,1710,115,62,1930,7.5,2.1,81.9,5.5,3,92.5
E01000489,817,107,284,184,189,764,51.7,6.8,18,11.6,12,48.3
E01000491,1086,122,303,217,268,910,54.4,6.1,15.2,10.9,13.4,45.6
E01000492,796,70,247,127,75,519,60.5,5.3,18.8,9.7,5.7,39.5
E01000493,964,114,275,191,93,673,58.9,7,16.8,11.7,5.7,41.1
E01000581,1041,92,140,218,59,509,67.2,5.9,9,14.1,3.8,32.8
E01000523,1030,175,339,897,169,1580,39.5,6.7,13,34.4,6.5,60.5
E01000524,795,163,416,994,146,1719,31.6,6.5,16.5,39.5,5.8,68.4
E01000525,784,173,235,719,75,1202,39.5,8.7,11.8,36.2,3.8,60.5
E01000533,943,160,343,743,70,1316,41.7,7.1,15.2,32.9,3.1,58.3
E01000535,1125,164,298,502,81,1045,51.8,7.6,13.7,23.1,3.7,48.2
E01033455,470,89,183,353,94,719,39.5,7.5,15.4,29.7,7.9,60.5
E01033485,706,142,350,659,134,1285,35.5,7.1,17.6,33.1,6.7,64.5
E01000579,976,119,177,326,67,689,58.6,7.1,10.6,19.6,4,41.4
E01000580,1454,113,140,182,91,526,73.4,5.7,7.1,9.2,4.6,26.6
E01000582,1378,127,118,142,82,469,74.6,6.9,6.4,7.7,4.4,25.4
E01000583,1511,130,283,237,112,762,66.5,5.7,12.5,10.4,4.9,33.5
E01000586,1307,217,338,397,198,1150,53.2,8.8,13.8,16.2,8.1,46.8
E01000530,1003,112,361,286,62,821,55,6.1,19.8,15.7,3.4,45
E01000531,1090,175,224,465,123,987,52.5,8.4,10.8,22.4,5.9,47.5
E01000532,869,130,144,398,89,761,53.3,8,8.8,24.4,5.5,46.7
E01000534,906,131,295,363,80,869,51,7.4,16.6,20.5,4.5,49
E01000584,900,127,383,236,49,795,53.1,7.5,22.6,13.9,2.9,46.9
E01000585,1059,112,259,283,101,755,58.4,6.2,14.3,15.6,5.6,41.6
E01000544,595,137,209,652,184,1182,33.5,7.7,11.8,36.7,10.4,66.5
E01000550,910,121,264,543,128,1056,46.3,6.2,13.4,27.6,6.5,53.7
E01000551,652,168,239,965,191,1563,29.4,7.6,10.8,43.6,8.6,70.6
E01000552,418,120,179,897,203,1399,23,6.6,9.9,49.4,11.2,77
E01000779,988,44,124,68,9,245,80.1,3.6,10.1,5.5,0.7,19.9
E01000780,1143,54,92,174,17,337,77.2,3.6,6.2,11.8,1.1,22.8
E01000781,1168,75,43,149,10,277,80.8,5.2,3,10.3,0.7,19.2
E01000782,1120,59,63,189,10,321,77.7,4.1,4.4,13.1,0.7,22.3
E01000783,1227,68,52,135,21,276,81.6,4.5,3.5,9,1.4,18.4
E01000785,1184,35,56,104,2,197,85.7,2.5,4.1,7.5,0.1,14.3
E01000689,1167,63,91,36,18,208,84.9,4.6,6.6,2.6,1.3,15.1
E01000690,1222,40,91,39,10,180,87.2,2.9,6.5,2.8,0.7,12.8
E01000691,1275,53,40,42,28,163,88.7,3.7,2.8,2.9,1.9,11.3
E01000692,1459,30,42,31,13,116,92.6,1.9,2.7,2,0.8,7.4
E01000784,1320,41,79,56,8,184,87.8,2.7,5.3,3.7,0.5,12.2
E01000799,1067,100,143,320,12,575,65,6.1,8.7,19.5,0.7,35
E01000802,1160,122,121,303,23,569,67.1,7.1,7,17.5,1.3,32.9
E01000803,1098,113,75,280,30,498,68.8,7.1,4.7,17.5,1.9,31.2
E01000804,1073,61,105,177,20,363,74.7,4.2,7.3,12.3,1.4,25.3
E01000805,1102,93,76,214,26,409,72.9,6.2,5,14.2,1.7,27.1
E01000740,914,126,137,513,44,820,52.7,7.3,7.9,29.6,2.5,47.3
E01000741,981,131,90,371,13,605,61.9,8.3,5.7,23.4,0.8,38.1
E01000742,1311,162,80,431,35,708,64.9,8,4,21.3,1.7,35.1
E01000745,1094,137,121,381,24,663,62.3,7.8,6.9,21.7,1.4,37.7
E01000746,1307,165,104,270,12,551,70.3,8.9,5.6,14.5,0.6,29.7
E01000709,1123,38,92,48,16,194,85.3,2.9,7,3.6,1.2,14.7
E01000710,1323,66,102,96,18,282,82.4,4.1,6.4,6,1.1,17.6
E01000711,1438,50,117,88,26,281,83.7,2.9,6.8,5.1,1.5,16.3
E01000714,1557,80,131,77,20,308,83.5,4.3,7,4.1,1.1,16.5
E01000718,1454,129,156,273,49,607,70.5,6.3,7.6,13.2,2.4,29.5
E01000645,1176,38,141,15,5,199,85.5,2.8,10.3,1.1,0.4,14.5
E01000649,1617,53,199,92,20,364,81.6,2.7,10,4.6,1,18.4
E01000694,1421,31,112,40,23,206,87.3,1.9,6.9,2.5,1.4,12.7
E01000695,1400,27,42,20,5,94,93.7,1.8,2.8,1.3,0.3,6.3
E01000696,1371,24,101,15,3,143,90.6,1.6,6.7,1,0.2,9.4
E01000697,1460,29,90,18,18,155,90.4,1.8,5.6,1.1,1.1,9.6
E01000674,1276,78,116,81,13,288,81.6,5,7.4,5.2,0.8,18.4
E01000676,1348,93,148,111,35,387,77.7,5.4,8.5,6.4,2,22.3
E01000820,1191,63,72,59,20,214,84.8,4.5,5.1,4.2,1.4,15.2
E01000822,1298,99,72,125,20,316,80.4,6.1,4.5,7.7,1.2,19.6
E01000823,1487,47,81,47,14,189,88.7,2.8,4.8,2.8,0.8,11.3
E01000824,1018,57,47,63,21,188,84.4,4.7,3.9,5.2,1.7,15.6
E01000825,1326,66,95,66,20,247,84.3,4.2,6,4.2,1.3,15.7
E01000743,1079,155,70,433,33,691,61,8.8,4,24.5,1.9,39
E01000744,899,92,96,426,18,632,58.7,6,6.3,27.8,1.2,41.3
E01000796,801,118,96,566,49,829,49.1,7.2,5.9,34.7,3,50.9
E01000798,847,118,84,389,26,617,57.9,8.1,5.7,26.6,1.8,42.1
E01000800,942,110,98,444,24,676,58.2,6.8,6.1,27.4,1.5,41.8
E01000806,932,138,126,502,23,789,54.2,8,7.3,29.2,1.3,45.8
E01000693,1307,22,225,41,14,302,81.2,1.4,14,2.5,0.9,18.8
E01000698,972,38,110,51,11,210,82.2,3.2,9.3,4.3,0.9,17.8
E01000736,1409,50,40,48,13,151,90.3,3.2,2.6,3.1,0.8,9.7
E01000737,1178,22,87,85,5,199,85.5,1.6,6.3,6.2,0.4,14.5
E01000672,1259,65,103,64,29,261,82.8,4.3,6.8,4.2,1.9,17.2
E01000673,1315,69,86,84,17,256,83.7,4.4,5.5,5.3,1.1,16.3
E01000716,1347,59,70,45,21,195,87.4,3.8,4.5,2.9,1.4,12.6
