LSOAs,Mean_year_household_income,Median_year_household_income
E01000544,28760,23169
E01000550,33480,26916
E01000551,26833,21639
E01000552,26213,21147
E01000779,46584,35898
E01000780,38128,29385
E01000781,32317,24909
E01000782,29738,22923
E01000783,31373,24183
E01000785,34382,26500
E01000689,42445,32710
E01000690,58986,45459
E01000691,43748,33714
E01000692,52407,40386
E01000784,50335,38789
E01000799,42473,32731
E01000802,42633,32855
E01000803,44607,34375
E01000804,60749,46818
E01000805,41558,32027
E01000740,36881,28425
E01000741,37184,28658
E01000742,38118,29378
E01000745,41584,32047
E01000746,44185,34050
E01000709,45755,35259
E01000710,55330,42640
E01000711,54136,41720
E01000714,50726,39090
E01000718,38749,29863
E01000645,83325,64222
E01000649,70683,54476
E01000694,75795,58417
E01000695,68478,52776
E01000696,77787,59953
E01000697,69933,53898
E01000674,46833,36089
E01000676,42146,32479
E01000820,48962,37730
E01000822,46493,35827
E01000823,55790,42994
E01000824,46708,35994
E01000825,45457,35030
E01000743,31573,24337
E01000744,29225,22528
E01000796,30652,23627
E01000798,27254,21010
E01000800,35081,27038
E01000806,33727,25995
E01000693,61731,47575
E01000698,70309,54187
E01000736,37401,28825
E01000737,35901,27670
E01000672,58589,45153
E01000673,56748,43733
E01000716,63841,49201
E01000717,52458,40426
E01000828,56317,43401
E01000712,60688,46771
E01000713,58984,45457
E01000715,57969,44675
E01000770,68788,53015
E01000772,63538,48968
E01000700,45547,35099
E01000702,50603,38996
E01000703,56904,43854
E01000706,42746,32942
E01000797,58187,44842
E01000729,28020,21600
E01000730,30089,23194
E01000735,34338,26466
E01000738,39137,30162
E01000739,30844,23775
E01000699,39606,30523
E01000701,47909,36919
E01000704,44247,34098
E01000705,43830,33776
E01000801,40133,30929
E01000646,55416,42706
E01000647,52321,40320
E01000648,58255,44895
E01000653,68002,52410
E01000678,55949,43118
E01000670,65476,50462
E01000675,56590,43611
E01000677,50107,38614
E01000762,54008,41621
E01000829,56742,43729
E01000719,35193,27124
E01000720,32049,24703
E01000721,29016,22367
E01000724,30899,23817
E01000728,37820,29148
E01000651,59920,46179
E01000668,46510,35841
E01000669,46188,35593
E01000671,45515,35075
E01000679,50400,38839
E01000826,79998,61658
E01000827,55854,43044
E01000830,77893,60034
E01000831,60689,46772
E01000833,71076,54779
E01000650,69982,53936
E01000652,58311,44938
E01000807,64167,49453
E01000809,58631,45185
E01000722,38268,29493
E01000725,36486,28120
E01000731,36195,27896
E01000732,44953,34642
E01000733,39293,30282
E01000769,54777,42214
E01000773,54746,42190
E01000775,66337,51126
E01000777,54106,41696
E01000778,43988,33899
E01000808,65380,50388
E01000810,71805,55341
E01000811,56247,43347
E01000813,56256,43354
E01000815,77147,59459
E01000661,32535,25077
E01000662,42067,32418
E01000663,41003,31599
E01000664,41163,31723
E01000763,59988,46231
E01000764,46654,35952
E01000766,65661,50605
E01000767,62586,48234
E01000834,63930,49270
E01000727,43908,33837
E01000734,46560,35879
E01000790,48001,36990
E01000812,53932,41562
E01000814,77597,59806
E01000723,41830,32237
E01000726,44579,34353
E01000787,38877,29962
E01000788,42204,32525
E01000791,44906,34606
E01000832,59054,45511
E01000835,54013,41625
E01000836,62576,48227
E01000837,50522,38933
E01000838,57761,44514
E01000839,67254,51833
E01000840,57299,44158
E01000841,59878,46146
E01000753,63702,49094
E01000754,49648,38259
E01000755,59541,45887
E01000757,66284,51084
E01000758,62782,48385
E01000786,51582,39750
E01000789,28786,22190
E01000792,42782,32969
E01000793,62179,47920
E01000795,45040,34709
E01000665,45999,35447
E01000666,67885,52319
E01000667,71763,55308
E01000756,69450,53526
E01000759,58788,45306
E01000760,51255,39499
E01000761,54366,41897
E01000765,57452,44276
E01000768,59253,45664
E01000681,57590,44382
E01000682,54067,41666
E01000683,47721,36774
E01000684,64694,49859
E01000794,58861,45362
E01000749,51113,39389
E01000750,37234,28697
E01000751,53056,40887
E01000752,46797,36062
E01000680,64654,49828
E01000685,45758,35261
E01000686,55345,42652
E01000687,56160,43280
E01000688,68108,52491
E01000654,46197,35600
E01000655,46072,35504
E01000656,52032,40098
E01000657,43155,33257
E01000659,47089,36287
E01000816,44131,34008
E01000818,51430,39633
E01000819,36414,28065
E01032562,31248,24086
E01032563,59632,45957
E01000707,67401,51946
E01000708,50995,39298
E01000771,62022,47799
E01000774,53261,41045
E01032568,37682,29041
E01000658,46773,36044
E01000747,50938,39254
E01000748,54706,42159
E01032570,46540,35864
E01001137,41029,33034
E01001138,46023,37069
E01001156,36545,29425
E01001162,35831,28857
E01001164,41522,33432
E01001084,53982,43502
E01001157,43054,34670
E01001159,42438,34172
E01001160,44449,35798
E01001163,41289,33243
E01001083,48001,38668
E01001086,41220,33188
E01001087,35664,28723
E01001161,29213,23584
E01001085,36260,29198
E01001088,36817,29642
E01001089,32149,25923
E01001090,33335,26868
E01001091,49506,39884
E01001147,30265,24423
E01001148,35568,28647
E01001151,30384,24517
E01001152,31708,25572
E01001158,35822,28849
E01001146,35351,28474
E01001149,37443,30141
E01001150,41343,33288
E01001153,35630,28696
E01001154,31850,25685
E01001136,30408,24536
E01001139,37224,29966
E01001140,37036,29817
E01001142,43322,34887
E01001144,30840,24880
E01001141,33164,26732
E01001143,32902,26523
E01001145,26515,21435
E01001191,30652,24730
E01001192,32590,26275
E01000994,35200,28354
E01000995,32180,25948
E01000996,37736,30374
E01000997,34765,28007
E01000999,34432,27742
E01001002,34916,28127
E01000998,33197,26758
E01001000,35128,28296
E01001003,33125,26701
E01001111,34507,27802
E01001155,27848,22497
E01001174,35145,28310
E01001175,33167,26734
E01001176,33668,27133
E01001182,36199,29150
E01001183,32462,26173
E01001184,37671,30322
E01001001,31425,25347
E01001109,30110,24299
E01001112,31650,25526
E01001113,32407,26128
E01001114,29590,23885
E01001116,32695,26358
E01000992,33162,26730
E01001185,36011,29000
E01001186,32834,26469
E01001188,32879,26505
E01001193,32280,26028
E01001004,32375,26103
E01001115,28546,23053
E01001117,32322,26061
E01001178,25157,20353
E01001181,28846,23292
E01001006,32708,26369
E01001007,33093,26675
E01001177,31341,25279
E01001179,35240,28386
E01001180,31656,25531
E01000980,39744,31995
E01000981,42950,34586
E01000982,37281,30012
E01000983,45486,36636
E01001187,34324,27656
E01000989,49664,40012
E01000991,54025,43536
E01001131,40817,32863
E01001132,51781,41723
E01001134,48691,39226
E01001005,31827,25667
E01001008,29865,24104
E01001009,33363,26890
E01001010,27476,22200
E01001011,30230,24395
E01001012,28254,22821
E01001013,25031,20253
E01001048,36146,29107
E01001110,31987,25794
E01001118,28618,23110
E01000985,50904,41014
E01000986,52155,42025
E01000987,50536,40717
E01000993,43672,35169
E01000975,42812,34475
E01000976,34351,27677
E01000977,35110,28282
E01000978,39461,31766
E01000979,45813,36900
E01000984,35106,28278
E01001044,60849,49051
E01001046,61142,49288
E01001049,72842,58743
E01001050,43990,35427
E01001014,32470,26179
E01001042,33791,27231
E01001165,37532,30211
E01001166,31121,25104
E01001168,41060,33059
E01001127,55101,44406
E01001128,30942,24961
E01001130,26717,21596
E01001135,53784,43341
E01001062,60679,48914
E01001063,55669,44865
E01001064,60270,48583
E01001129,60800,49012
E01001133,47116,37953
E01001035,44768,36055
E01001043,34988,28185
E01001045,39677,31941
E01001047,37935,30532
E01001170,36152,29112
E01001167,37881,30489
E01001169,30739,24800
E01001171,35229,28377
E01001172,28405,22941
E01001173,38488,30980
E01001036,66440,53569
E01001037,37454,30150
E01001038,42206,33985
E01001039,64024,51617
E01001040,41537,33444
E01001051,27111,21910
E01001052,26899,21741
E01001054,27190,21973
E01001056,24827,20090
E01001057,22921,18572
E01001033,46471,37432
E01001034,47114,37951
E01001041,37085,29856
E01001095,42337,34090
E01001100,52572,42362
E01001053,29677,23954
E01001055,26328,21286
E01001077,34420,27732
E01001078,29562,23862
E01001082,28706,23180
E01001120,46990,37851
E01001122,63675,51335
E01001123,58366,47045
E01001124,66028,53237
E01001125,49340,39750
E01001058,46157,37178
E01001059,40787,32838
E01001060,40449,32565
E01001061,34755,27999
E01001065,43743,35227
E01001066,29958,24178
E01001119,51544,41532
E01001126,49166,39610
E01001032,65904,53136
E01001101,64645,52119
E01001102,60832,49037
E01001107,65453,52772
E01001108,70634,56959
E01001076,28626,23117
E01001079,27302,22062
E01001080,24837,20098
E01001081,27500,22220
E01001073,52123,41999
E01001092,64138,51709
E01001093,48123,38766
E01001096,67676,54568
E01001097,41638,33526
E01001098,71366,57551
E01001028,70673,56991
E01001029,62042,50015
E01001030,68310,55081
E01001031,65360,52697
E01001094,76240,61489
E01001103,54474,43899
E01001105,37977,30566
E01001106,44373,35736
E01001121,62416,50318
E01001069,59332,47826
E01001070,46922,37796
E01001075,50113,40375
E01001099,45803,36891
E01001015,42591,34296
E01001016,52436,42252
E01001023,38424,30928
E01001067,70829,57116
E01001074,44754,36044
E01001068,50576,40749
E01001071,49103,39559
E01001072,70335,56717
E01001104,61929,49924
E01001017,63184,50938
E01001024,52581,42369
E01001025,52656,42430
E01001026,45067,36297
E01001027,55518,44743
E01001018,54281,43743
E01001019,60507,48775
E01001020,49690,40033
E01001021,31408,25333
E01001022,54053,43559
E01000990,29357,23699
E01001189,38663,31122
E01001190,36645,29505
E01001194,39912,32131
E01032569,27306,22065
E01001269,39900,31095
E01001271,38081,29682
E01001309,39331,30652
E01001310,38478,29990
E01001311,32888,25648
E01001307,43555,33946
E01001308,46998,36633
E01001312,39056,30439
E01001313,41841,32609
E01001314,43602,33983
E01001315,37643,29341
E01001316,30863,24075
E01001317,34460,26869
E01001318,31951,24920
E01001320,27589,21531
E01001321,36184,28208
E01001270,42115,32823
E01001319,38752,30203
E01001322,38765,30213
E01001323,37765,29436
E01001341,38666,30136
E01001342,38181,29759
E01001343,40782,31783
E01001345,35366,27573
E01001265,37067,28894
E01001266,42090,32803
E01001267,33885,26422
E01001272,41576,32402
E01001349,36728,28631
E01001344,38703,30165
E01001346,43181,33655
E01001347,40564,31613
E01001348,44017,34307
E01001257,26822,20936
E01001324,34724,27074
E01001326,31457,24536
E01001330,26943,21030
E01001332,29098,22703
E01001325,34182,26653
E01001327,33533,26149
E01001328,30506,23797
E01001329,34636,27005
E01001331,28054,21892
E01001258,36881,28749
E01001262,32905,25661
E01001263,32198,25112
E01001264,34628,26999
E01032743,34632,27002
E01032744,31908,24886
E01001276,39705,30943
E01001277,47003,36636
E01001278,46949,36594
E01001280,58153,45336
E01001218,29870,23303
E01001260,37732,29410
E01001261,35030,27312
E01001268,47364,36918
E01001209,76267,59468
E01001211,63162,49244
E01001279,79981,62365
E01001281,77924,60760
E01001217,37813,29473
E01001259,35655,27797
E01001291,35536,27704
E01001292,39910,31102
E01001293,35250,27483
E01001196,31115,24270
E01001238,35375,27579
E01001239,34404,26825
E01001246,34735,27083
E01001247,38457,29974
E01001210,29928,23348
E01001282,33145,25847
E01001283,31562,24617
E01001285,39002,30397
E01001286,38284,29839
E01001287,34208,26673
E01001294,34745,27090
E01001295,36106,28147
E01001296,33870,26410
E01001297,33488,26113
E01001298,31426,24512
E01001204,62214,48504
E01001205,36465,28427
E01001206,29181,22767
E01001207,57735,45009
E01001208,72181,56280
E01001212,65065,50728
E01001222,45791,35691
E01001224,81957,63907
E01001226,62043,48370
E01001227,75354,58756
E01001228,61027,47578
E01001221,53002,41317
E01001223,73162,57045
E01001225,63465,49480
E01001235,69384,54098
E01001236,59805,46625
E01001273,72530,56552
E01001274,65552,51108
E01001275,57276,44651
E01001195,45007,35079
E01001197,44353,34569
E01001198,47981,37399
E01001199,41987,32723
E01001284,51339,40019
E01001288,52351,40809
E01001289,53541,41737
E01001290,52628,41025
E01001213,30276,23618
E01001214,35827,27931
E01001215,30651,23910
E01001216,36308,28304
E01001361,29786,23238
E01001240,35900,27987
E01001241,38572,30063
E01001242,41178,32092
E01001243,35664,27804
E01001244,34151,26628
E01001245,49435,38534
E01001200,51982,40521
E01001201,53856,41983
E01001202,34688,27046
E01001203,35600,27754
E01001351,38254,29816
E01001359,29619,23108
E01001360,32255,25156
E01001362,29925,23346
E01001363,28965,22600
E01001364,27400,21384
E01001365,30629,23892
E01001231,61964,48309
E01001234,51875,40437
E01001350,55427,43208
E01001352,56974,44416
E01001354,57155,44557
E01001249,34340,26775
E01001250,35470,27653
E01001255,61247,47749
E01001383,59967,46751
E01001388,39173,30530
E01001389,48235,37597
E01001219,26289,20521
E01001220,24211,18907
E01001334,24187,18889
E01001337,34143,26623
E01001338,33389,26037
E01001339,30946,24139
E01001340,35406,27603
E01001251,49331,38453
E01001252,39945,31129
E01001253,45282,35294
E01001254,53791,41932
E01001229,36907,28770
E01001230,70197,54732
E01001232,50825,39618
E01001233,46055,35897
E01001237,71427,55692
E01001386,75633,58973
E01001303,69362,54080
E01001382,76556,59693
E01001384,61765,48153
E01001385,67441,52582
E01001387,59576,46446
E01001353,38510,30015
E01001355,40530,31586
E01001356,25399,19830
E01001357,30797,24023
E01001358,25041,19552
E01001375,84138,65609
E01001377,85355,66558
E01001379,83453,65074
E01001381,47822,37276
E01001248,46979,36618
E01001299,63157,49240
E01001305,69485,54176
E01001306,65816,51314
E01001366,28850,22511
E01001367,26042,20329
E01001368,30616,23882
E01001370,30379,23698
E01001371,28060,21897
E01001372,28648,22354
E01001373,28345,22119
E01001333,27189,21220
E01001335,44129,34394
E01001336,35159,27412
E01001369,28431,22185
E01001300,71862,56031
E01001301,52402,40849
E01001302,61093,47629
E01001304,59955,46742
E01001374,59211,46161
E01001376,47389,36937
E01001380,66431,51794
E01032572,64901,50600
E01001444,33114,26270
E01001446,30975,24588
E01001546,31858,25282
E01001552,35245,27946
E01001442,24705,19656
E01001545,26509,21075
E01001547,31455,24964
E01001548,30381,24120
E01001551,28478,22624
E01001445,32626,25885
E01001447,27613,21943
E01001448,30122,23917
E01001449,31212,24773
E01033148,32433,25734
E01033150,34063,27016
E01001408,49024,38886
E01001411,48066,38125
E01001412,40424,32055
E01001413,58936,46758
E01001414,28477,22623
E01001407,42543,33739
E01001409,31589,25070
E01001410,27378,21758
E01001516,32688,25934
E01001537,45682,36231
E01001439,26485,21056
E01001441,27163,21589
E01001517,23268,18525
E01001549,24400,19416
E01001550,31341,24875
E01001433,28296,22480
E01001434,32133,25498
E01001435,33130,26282
E01001436,33049,26219
E01001438,30622,24310
E01001469,45072,35747
E01001536,53689,42590
E01001540,47528,37697
E01001541,56927,45162
E01001542,36740,29130
E01001538,52467,41620
E01001539,49924,39600
E01001543,52444,41601
E01001544,54380,43139
E01001457,55860,44314
E01001468,56793,45056
E01001471,50251,39860
E01001472,49064,38917
E01001474,63492,50376
E01001415,44948,35648
E01001417,81822,64933
E01001418,45929,36427
E01001422,91062,72271
E01001440,30908,24534
E01001504,31812,25245
E01001505,30127,23920
E01001507,27045,21496
E01001508,28800,22876
E01001513,30813,24459
E01001416,66949,53121
E01001470,56311,44672
E01001473,44785,35519
E01001475,61424,48733
E01001437,27448,21814
E01001506,27597,21930
E01001509,27988,22238
E01001510,21945,17485
E01001405,49330,39128
E01001406,39670,31457
E01001450,40627,32216
E01001512,40598,32194
E01001515,27830,22114
E01001401,46840,37151
E01001478,34264,27174
E01001484,33882,26873
E01001511,39776,31541
E01001514,39205,31087
E01001518,44729,35474
E01001451,56302,44665
E01001452,69373,55046
E01001453,62997,49982
E01001454,65051,51614
E01001476,32284,25617
E01001477,29242,23225
E01001481,31414,24933
E01001502,29596,23502
E01001503,31448,24959
E01001520,48479,38453
E01001522,50371,39955
E01001523,55518,44043
E01001524,45557,36132
E01001526,56476,44804
E01001419,47692,37828
E01001420,36250,28741
E01001421,33437,26524
E01001519,45688,36236
E01001525,48144,38186
E01001398,59394,47121
E01001399,54055,42881
E01001400,54283,43062
E01001402,57398,45536
E01001403,43604,34581
E01001455,53284,42268
E01001456,71720,56910
E01001564,63369,50278
E01001567,66966,53135
E01001568,68192,54108
E01001569,56786,45050
E01001479,30308,24063
E01001482,28224,22424
E01001487,27853,22132
E01001489,30059,23867
E01001491,28965,23006
E01001459,32626,25886
E01001460,28031,22272
E01001462,30183,23964
E01001480,32560,25833
E01001488,31931,25339
E01001483,24790,19723
E01001485,27822,22107
E01001486,26214,20843
E01001492,30204,23981
E01033146,27238,21648
E01033151,23896,19020
E01001404,42548,33743
E01001493,34574,27418
E01001494,41604,32992
E01001496,47855,37957
E01001570,45063,35740
E01001423,30933,24554
E01001425,24354,19380
E01001428,28248,22443
E01001461,26062,20723
E01001464,28755,22841
E01001521,60645,48114
E01001531,69276,54969
E01001532,68846,54627
E01001533,68252,54156
E01001535,57107,45305
E01001495,48950,38827
E01001498,44949,35649
E01001563,48926,38808
E01001565,49976,39641
E01001566,62585,49656
E01001424,27255,21662
E01001426,27204,21621
E01001427,23358,18596
E01001429,23911,19032
E01001430,22402,17845
E01001463,33232,26362
E01001465,33470,26550
E01001466,29366,23321
E01001467,31432,24947
E01001497,35368,28042
E01001499,38361,30417
E01001392,52413,41577
E01001528,28182,22391
E01001529,30822,24467
E01001530,44740,35483
E01001534,52100,41328
E01001431,26573,21125
E01001432,27668,21987
E01001555,28436,22590
E01001557,30662,24341
E01001558,26030,20698
E01001559,28396,22559
E01001394,32963,26151
E01001395,31539,25031
E01001397,33909,26895
E01001500,45486,36076
E01001556,35124,27850
E01001560,31472,24978
E01001390,51020,40471
E01001391,34860,27643
E01001393,42853,33984
E01001396,37513,29744
E01001501,40150,31838
E01001527,52074,41307
E01001458,24650,19612
E01001553,26745,21260
E01001554,23082,18379
E01001562,26169,20807
E01032574,29765,23636
E01001690,32626,25123
E01001692,31262,24073
E01001693,30513,23497
E01001694,36088,27787
E01001687,34237,26362
E01001688,37836,29131
E01033739,38039,29288
E01033740,42743,32909
E01033741,40371,31083
E01033743,39272,30237
E01033745,40849,31450
E01001575,30574,23544
E01001576,30391,23403
E01001577,30462,23458
E01001578,35361,27227
E01001579,32659,25148
E01001709,31735,24437
E01001711,37220,28658
E01001712,32362,24920
E01033731,50277,38710
E01033734,50305,38732
E01033735,33319,25656
E01033736,64559,49707
E01033737,30832,23742
E01001705,29233,22512
E01001706,31480,24241
E01001708,46249,35609
E01001710,26331,20279
E01001713,28880,22240
E01001672,33110,25495
E01001673,28458,21915
E01001674,36032,27743
E01001675,34137,26285
E01001677,36773,28314
E01001631,28619,22040
E01001632,35650,27450
E01001635,37946,29217
E01001636,35244,27137
E01033742,48387,37255
E01033744,35936,27670
E01001571,39603,30491
E01001572,40816,31425
E01001573,38919,29965
E01001574,29732,22896
E01001629,30527,23508
E01001633,31324,24121
E01001634,29055,22375
E01001637,34760,26765
E01001695,28912,22265
E01001696,26333,20280
E01001697,32611,25111
E01001700,33653,25913
E01001703,26769,20616
E01001704,39606,30493
E01001588,36900,28411
E01001589,37763,29076
E01001591,33419,25733
E01001595,35076,27008
E01001590,50753,39077
E01001592,59814,46054
E01001593,66402,51127
E01001594,33405,25723
E01001698,31044,23906
E01001699,33537,25824
E01001701,42343,32601
E01001702,30549,23525
E01001581,55585,42797
E01001585,71581,55115
E01001586,55629,42832
E01001587,68375,52646
E01001678,43840,33754
E01001683,39748,30603
E01001684,37749,29065
E01001685,38759,29842
E01001646,39425,30354
E01001650,35185,27091
E01001651,33361,25688
E01001652,53487,41182
E01001679,52670,40553
E01001680,64495,49659
E01001681,48674,37476
E01001682,55949,43078
E01001686,39327,30279
E01001580,76756,59099
E01001582,55375,42636
E01001583,75059,57793
E01001584,82184,63279
E01001645,38686,29786
E01001647,47980,36941
E01001648,51145,39379
E01001649,36871,28389
E01001605,61071,47022
E01001606,60032,46222
E01001610,50240,38682
E01001611,45281,34863
E01001620,34539,26595
E01001621,38492,29637
E01001623,39247,30217
E01001624,41940,32291
E01001625,32432,24973
E01001604,65401,50356
E01001607,51585,39718
E01001608,73464,56564
E01001609,51321,39514
E01001613,43256,33304
E01001614,68859,53018
E01001615,48574,37399
E01001617,52430,40368
E01001653,32066,24692
E01001654,33760,25995
E01001655,31359,24148
E01001660,35990,27711
E01001661,37281,28705
E01001618,39549,30450
E01001619,49514,38123
E01033729,31625,24352
E01001597,52970,40784
E01001598,55047,42384
E01001602,36043,27752
E01001603,33425,25738
E01001596,61258,47166
E01001599,47201,36342
E01001600,50082,38560
E01001601,56618,43593
E01001669,34659,26687
E01001671,37679,29011
E01001676,31614,24344
E01032567,40365,31078
E01001656,57825,44523
E01001657,71620,55145
E01001658,48132,37058
E01001659,53476,41173
E01033726,34760,26765
E01001640,33591,25865
E01033727,38515,29654
E01033728,66369,51102
E01033730,51100,39344
E01001666,40799,31412
E01001667,32918,25347
E01001668,41985,32326
E01033732,49986,38487
E01033733,66873,51489
E01001662,64894,49966
E01001664,62083,47801
E01001665,58478,45025
E01033738,49670,38243
E01001638,34715,26730
E01001641,63036,48535
E01001642,85831,66088
E01001644,61235,47148
E01033746,64135,49381
E01002112,62539,50436
E01002114,37843,30470
E01002225,65020,52443
E01002226,50156,40414
E01002113,51816,41758
E01002115,48710,39244
E01002116,55512,44749
E01002117,44893,36155
E01002118,35673,28739
E01002227,30278,24437
E01002228,49610,39972
E01002229,39382,31698
E01002230,49153,39603
E01002144,52231,42093
E01002146,63499,51212
E01002147,68035,54884
E01002149,71913,58021
E01002140,36232,29185
E01002141,40682,32747
E01002142,45535,36674
E01002143,34129,27508
E01002145,40946,32961
E01002139,26009,21031
E01002148,51955,41870
E01002150,42715,34392
E01002151,28289,22850
E01002152,60788,49018
E01002119,34536,27833
E01002120,29522,23834
E01002121,36301,29240
E01002122,36415,29331
E01002123,33687,27155
E01002106,43111,34713
E01002108,50803,40938
E01002109,60149,48501
E01002110,50752,40897
E01002111,40076,32257
E01002185,31364,25303
E01002186,40615,32693
E01002187,51229,41283
E01002190,65503,52834
E01002124,33137,26716
E01002125,34353,27687
E01002198,34274,27623
E01002200,34285,27633
E01002203,36794,29634
E01002232,34508,27811
E01002233,32068,25864
E01002234,32780,26432
E01002235,28858,23304
E01002236,31797,25648
E01002107,49748,40084
E01002197,40614,32692
E01002199,38771,31211
E01002201,41398,33326
E01002202,29867,24109
E01002179,31756,25616
E01002180,30887,24922
E01002183,34713,27974
E01002184,33639,27117
E01002231,34858,28090
E01002154,43768,35245
E01002156,57689,46511
E01002162,37603,30279
E01002163,47049,37900
E01002188,73209,59070
E01002189,60203,48545
E01002192,62464,50375
E01002193,51707,41669
E01002165,32748,26407
E01002166,33256,26812
E01002167,32220,25986
E01002168,30875,24912
E01002169,32634,26316
E01002153,56910,45880
E01002155,57528,46380
E01002157,46585,37525
E01002158,60789,49019
E01002128,37712,30366
E01002130,35003,28205
E01002181,41856,33697
E01002182,40627,32703
E01002159,43498,35026
E01002160,38564,31045
E01002161,38320,30851
E01002164,46800,37699
E01002191,57922,46699
E01002194,68017,54869
E01002195,55645,44857
E01002196,65267,52643
E01002126,45961,37019
E01002127,46027,37073
E01002129,42673,34358
E01002131,32740,26400
E01002237,36289,29231
E01002238,42848,34500
E01002240,38232,30781
E01002242,52784,42541
E01002208,59634,48085
E01002209,50171,40426
E01002239,47083,37928
E01002241,37856,30481
E01002133,29766,24029
E01002136,41229,33190
E01002138,36652,29520
E01002213,33573,27065
E01002211,33208,26773
E01002212,33992,27399
E01002216,39330,31657
E01002217,26103,21106
E01002132,56668,45684
E01002134,61513,49605
E01002135,36418,29334
E01002137,65387,52740
E01002218,35919,28936
E01002219,33717,27179
E01002221,35528,28624
E01002222,38168,30730
E01002214,33629,27109
E01002215,29681,23960
E01002220,38027,30617
E01002223,37338,30068
E01002224,31625,25511
E01002204,36157,29126
E01002206,37895,30512
E01002207,39389,31704
E01002210,43997,35430
E01032576,45385,36553
E01002170,36729,29582
E01002171,36823,29656
E01002172,37376,30098
E01002173,42011,33823
E01002174,42752,34422
E01002175,42484,34205
E01002176,41635,33519
E01002177,38909,31321
E01002178,42769,34436
E01002276,33819,27287
E01002278,28993,23440
E01002312,32037,25866
E01002313,29558,23890
E01002277,30910,24968
E01002279,31665,25569
E01002281,27465,22222
E01002283,30591,24713
E01002299,33769,27247
E01002301,38457,30984
E01002303,31719,25613
E01002304,38384,30925
E01002306,30698,24799
E01002307,34162,27560
E01002280,25334,20523
E01002282,25961,21023
E01002284,31098,25118
E01002297,26948,21809
E01002314,28879,23349
E01002316,24789,20088
E01002302,37886,30528
E01002305,36671,29560
E01002308,34288,27660
E01002326,34540,27861
E01002331,36421,29361
E01002309,33081,26698
E01002310,28810,23294
E01002311,31807,25683
E01002315,31764,25649
E01002293,41317,33297
E01002294,48390,39017
E01002296,43059,34705
E01002298,41425,33384
E01002300,40841,32912
E01002333,43733,35251
E01002334,52330,42205
E01002336,41965,33820
E01002339,54666,44094
E01002341,43911,35395
E01002327,37632,30326
E01002328,40593,32711
E01002332,37400,30141
E01002335,35070,28284
E01002338,43995,35463
E01002340,47649,38418
E01002268,45611,36770
E01002269,45374,36578
E01002295,44215,35641
E01002377,43998,35465
E01002378,45914,37015
E01002383,51689,41686
E01002244,36793,29657
E01002245,35562,28676
E01002325,30679,24784
E01002329,39875,32130
E01002330,36365,29316
E01002337,58279,47017
E01002354,57187,46133
E01002376,65526,52878
E01002379,52273,42159
E01002380,39719,32004
E01002381,45648,36800
E01002243,32945,26590
E01002353,44952,36237
E01002356,31078,25102
E01032741,37119,29917
E01032742,39532,31853
E01002272,47044,37929
E01002274,50022,40338
E01002317,55164,44497
E01002318,45921,37021
E01002355,52500,42342
E01002382,50591,40798
E01002270,63542,51273
E01002271,71312,57558
E01002273,59316,47856
E01002275,59230,47785
E01002319,36651,29544
E01002350,35062,28278
E01002351,39070,31479
E01002352,41990,33841
E01002358,38216,30791
E01002246,38075,30679
E01002247,37019,29838
E01002248,33964,27402
E01002249,38280,30843
E01002250,37554,30264
E01002251,33144,26749
E01002252,44939,36226
E01002256,48574,39166
E01002258,36634,29531
E01002259,45954,37047
E01002391,51031,41154
E01002253,61714,49795
E01002254,60257,48616
E01002257,69895,56412
E01002384,56284,45403
E01002359,50593,40800
E01002360,38117,30712
E01002361,35554,28670
E01002363,34704,27992
E01002367,46206,37251
E01002320,48490,39098
E01002321,49470,39891
E01002322,44327,35732
E01002323,43461,35031
E01002324,36331,29288
E01002255,44820,36130
E01002289,46262,37296
E01002292,35392,28540
E01002362,50843,41002
E01002386,51185,41278
E01002287,39850,32110
E01002291,41463,33414
E01002364,46274,37306
E01002365,38122,30716
E01002366,41367,33337
E01002385,56185,45323
E01002387,63736,51430
E01002388,64669,52185
E01002389,61384,49528
E01002390,67538,54506
E01002265,42863,34547
E01002285,43575,35123
E01002286,47652,38421
E01002288,51311,41381
E01002290,41497,33442
E01002260,37616,30313
E01002261,36630,29527
E01002262,35834,28893
E01002263,45296,36515
E01002264,28600,23126
E01002266,35153,28350
E01002267,32349,26115
E01002372,37144,29937
E01002373,36062,29074
E01002374,35034,28255
E01002368,27909,22576
E01002369,34950,28188
E01002370,31736,25626
E01002371,35266,28440
E01002375,31805,25681
E01002343,41864,33739
E01002344,36181,29169
E01002348,37669,30355
E01002349,38614,31109
E01002342,32272,26054
E01002345,30838,24910
E01002346,34108,27517
E01002347,35974,29004
E01002473,72436,59000
E01002475,52538,42751
E01002476,75199,61255
E01002477,65881,53647
E01002482,72096,58722
E01002472,50867,41386
E01002474,55655,45296
E01002478,57783,47034
E01002483,48279,39273
E01002484,44677,36331
E01002485,42227,34331
E01002438,55753,45376
E01002439,39166,31831
E01002440,37326,30343
E01002441,38383,31193
E01002442,35879,29182
E01002433,48859,39747
E01002436,50617,41182
E01002479,45357,36887
E01002480,63667,51839
E01002481,42895,34876
E01002533,42663,34687
E01002534,54831,44623
E01002538,46362,37708
E01002539,53608,43624
E01002418,49285,40094
E01002419,54463,44323
E01002431,66602,54235
E01002432,57107,46482
E01002437,63872,52006
E01002430,67991,55369
E01002434,66312,53998
