Code,Median_income,income_in_thou
E01002307,"31,600",32
E01002308,"31,550",32
E01002309,"30,540",31
E01002310,"28,390",28
E01002311,"29,790",30
E01002312,"29,680",30
E01002313,"28,600",29
E01002314,"27,930",28
E01002315,"29,600",30
E01002316,"26,420",26
E01002317,"40,500",41
E01002318,"38,380",38
E01002319,"35,650",36
E01002320,"38,700",39
E01002321,"38,390",38
E01002322,"37,580",38
E01002323,"37,160",37
E01002324,"34,920",35
E01002325,"31,130",31
E01002326,"33,130",33
E01002327,"34,270",34
E01002328,"35,450",35
E01002329,"35,140",35
E01002330,"33,740",34
E01002331,"33,860",34
E01002332,"34,300",34
E01002333,"36,930",37
E01002334,"39,520",40
E01002335,"34,200",34
E01002336,"36,950",37
E01002337,"42,070",42
E01002338,"36,860",37
E01002339,"40,140",40
E01002340,"37,830",38
E01002341,"37,450",37
E01002342,"31,400",31
E01002343,"34,660",35
E01002344,"33,620",34
E01002345,"31,000",31
E01002346,"32,030",32
E01002347,"32,720",33
E01002348,"33,710",34
E01002349,"34,100",34
E01002350,"33,770",34
E01002351,"35,760",36
E01002352,"36,060",36
E01002353,"35,660",36
E01002354,"39,700",40
E01002355,"38,990",39
E01002356,"31,020",31
E01002358,"35,450",35
E01002359,"37,420",37
E01002360,"33,930",34
E01002361,"33,970",34
E01002362,"38,830",39
E01002363,"33,780",34
E01002364,"37,380",37
E01002365,"35,300",35
E01002366,"36,470",36
E01002367,"37,070",37
E01002368,"29,430",29
E01002369,"32,020",32
E01002370,"30,950",31
E01002371,"32,250",32
E01002372,"33,190",33
E01002373,"32,520",33
E01002374,"32,450",32
E01002375,"31,060",31
E01002376,"43,110",43
E01002377,"37,240",37
E01002378,"37,550",38
E01002379,"39,440",39
E01002380,"37,150",37
E01002381,"38,430",38
E01002382,"39,370",39
E01002383,"38,900",39
E01002384,"42,680",43
E01002385,"43,760",44
E01002386,"39,890",40
E01002387,"45,930",46
E01002388,"46,260",46
E01002389,"45,160",45
E01002390,"46,950",47
E01002391,"38,800",39
E01032741,"33,690",34
E01032742,"34,960",35
E01002392,"28,690",29
E01002393,"29,940",30
E01002394,"31,410",31
E01002395,"33,030",33
E01002396,"30,450",30
E01002397,"30,210",30
E01002398,"31,760",32
E01002399,"32,070",32
E01002400,"31,350",31
E01002401,"30,140",30
E01002402,"30,100",30
E01002403,"29,730",30
E01002404,"28,990",29
E01002405,"30,450",30
E01002406,"30,000",30
E01002407,"29,860",30
E01002408,"30,830",31
E01002409,"31,660",32
E01002410,"34,850",35
E01002411,"31,400",31
E01002412,"36,210",36
E01002413,"31,030",31
E01002414,"34,990",35
E01002415,"40,600",41
E01002416,"39,740",40
E01002417,"41,370",41
E01002418,"39,900",40
E01002419,"41,430",41
E01002420,"39,500",40
E01002421,"40,170",40
E01002422,"34,190",34
E01002423,"35,660",36
E01002424,"34,790",35
E01002425,"32,060",32
E01002426,"32,700",33
E01002427,"34,360",34
E01002428,"35,200",35
E01002429,"32,080",32
E01002430,"46,700",47
E01002431,"44,980",45
E01002432,"42,730",43
E01002433,"40,020",40
E01002434,"45,730",46
E01002435,"46,160",46
E01002436,"40,070",40
E01002437,"45,090",45
E01002438,"40,170",40
E01002439,"35,830",36
E01002440,"34,590",35
E01002441,"35,760",36
E01002442,"34,220",34
E01002443,"32,390",32
E01002444,"33,030",33
E01002445,"29,980",30
E01002446,"33,330",33
E01002447,"31,640",32
E01002448,"31,480",31
E01002449,"31,260",31
E01002450,"36,710",37
E01002451,"37,700",38
E01002452,"37,810",38
E01002453,"36,070",36
E01002454,"34,060",34
E01002455,"33,630",34
E01002456,"34,360",34
E01002457,"31,620",32
E01002458,"45,540",46
E01002459,"44,840",45
E01002460,"42,990",43
E01002461,"46,620",47
E01002462,"45,670",46
E01002463,"45,330",45
E01002464,"42,490",42
E01002465,"38,190",38
E01002466,"40,640",41
E01002467,"39,190",39
E01002468,"40,800",41
E01002469,"40,760",41
E01002470,"40,040",40
E01002471,"41,000",41
E01002472,"39,580",40
E01002473,"50,590",51
E01002474,"40,630",41
E01002475,"41,560",42
E01002476,"48,430",48
E01002477,"44,330",44
E01002478,"41,220",41
E01002479,"38,070",38
E01002480,"42,530",43
E01002481,"37,580",38
E01002482,"45,780",46
E01002483,"38,460",38
E01002484,"37,760",38
E01002485,"36,730",37
E01002486,"31,260",31
E01002487,"30,210",30
E01002488,"31,960",32
E01002489,"31,440",31
E01002490,"31,210",31
E01002491,"29,580",30
E01002492,"31,440",31
E01002493,"29,300",29
E01002494,"37,180",37
E01002495,"40,170",40
E01002496,"35,650",36
E01002497,"35,810",36
E01002498,"38,070",38
E01002499,"35,900",36
E01002501,"31,260",31
E01002502,"29,680",30
E01002503,"29,340",29
E01002504,"31,050",31
E01002505,"28,140",28
E01002506,"27,830",28
E01002507,"30,690",31
E01002508,"27,800",28
E01002509,"39,700",40
E01002511,"35,780",36
E01002512,"43,690",44
E01002513,"42,350",42
E01002514,"38,250",38
E01002515,"36,640",37
E01002516,"44,200",44
E01002518,"35,170",35
E01002519,"31,110",31
E01002520,"34,060",34
E01002521,"31,640",32
E01002523,"34,210",34
E01002525,"34,350",34
E01002526,"30,140",30
E01002527,"32,340",32
E01002528,"29,610",30
E01002529,"32,950",33
E01002530,"28,590",29
E01002531,"33,760",34
E01002532,"30,310",30
E01002533,"37,880",38
E01002534,"40,770",41
E01002535,"42,250",42
E01002536,"41,240",41
E01002537,"42,060",42
E01002538,"38,030",38
E01002539,"40,730",41
E01002540,"30,230",30
E01002541,"35,160",35
E01002542,"29,160",29
E01002543,"29,550",30
E01002544,"34,780",35
E01002545,"30,310",30
E01002546,"32,670",33
E01002547,"31,520",32
E01002548,"29,740",30
E01002549,"33,280",33
E01002550,"31,050",31
E01002551,"30,750",31
E01002552,"30,910",31
E01002553,"30,190",30
E01002554,"32,190",32
E01032577,"37,460",37
E01033724,"33,260",33
E01033725,"35,880",36
E01002555,"32,570",33
E01002556,"31,920",32
E01002557,"30,390",30
E01002558,"30,040",30
E01002559,"30,610",31
E01002560,"29,840",30
E01002561,"28,580",29
E01002562,"32,540",33
E01002563,"37,340",37
E01002564,"32,250",32
E01002565,"35,250",35
E01002566,"32,170",32
E01002567,"37,110",37
E01002568,"30,450",30
E01002569,"48,400",48
E01002570,"47,530",48
E01002571,"48,080",48
E01002572,"35,840",36
E01002573,"52,450",52
E01002574,"47,700",48
E01002575,"50,370",50
E01002576,"42,400",42
E01002577,"46,500",47
E01002578,"48,170",48
E01002579,"45,370",45
E01002580,"42,050",42
E01002581,"44,190",44
E01002582,"47,560",48
E01002583,"31,970",32
E01002584,"29,800",30
E01002585,"29,630",30
E01002586,"31,190",31
E01002587,"29,880",30
E01002588,"27,030",27
E01002589,"29,810",30
E01002590,"32,150",32
E01002591,"31,200",31
E01002592,"30,460",30
E01002593,"32,280",32
E01002594,"32,380",32
E01002595,"30,870",31
E01002596,"32,490",32
E01002598,"30,090",30
E01002599,"30,860",31
E01002600,"30,840",31
E01002601,"33,590",34
E01002602,"34,690",35
E01002603,"32,540",33
E01002604,"27,630",28
E01002605,"28,900",29
E01002606,"26,810",27
E01002607,"30,520",31
E01002608,"30,660",31
E01002609,"32,920",33
E01002610,"30,750",31
E01002611,"32,880",33
E01002612,"32,010",32
E01002613,"32,370",32
E01002614,"33,890",34
E01002615,"29,060",29
E01002616,"33,290",33
E01002617,"35,490",35
E01002618,"35,790",36
E01002619,"32,610",33
E01002620,"30,560",31
E01002621,"32,120",32
E01002622,"33,460",33
E01002623,"31,820",32
E01002624,"30,330",30
E01002625,"31,480",31
E01002626,"32,130",32
E01002627,"29,680",30
E01002628,"33,960",34
E01002629,"33,720",34
E01002630,"35,550",36
E01002631,"31,070",31
E01002632,"33,000",33
E01002633,"26,630",27
E01002634,"25,490",25
E01002635,"31,710",32
E01002636,"31,580",32
E01002637,"26,380",26
E01002638,"27,990",28
E01002639,"35,810",36
E01002640,"35,290",35
E01002641,"33,290",33
E01002642,"33,480",33
E01002643,"33,480",33
E01002645,"32,580",33
E01002646,"28,770",29
E01002647,"31,770",32
E01002648,"32,160",32
E01002649,"32,290",32
E01002650,"31,530",32
E01002651,"32,210",32
E01002652,"32,510",33
E01002653,"36,520",37
E01002654,"36,980",37
E01002655,"37,420",37
E01002656,"37,550",38
E01002657,"38,560",39
E01002658,"40,340",40
E01002659,"36,210",36
E01002660,"31,370",31
E01002661,"31,610",32
E01002662,"33,960",34
E01002663,"29,690",30
E01002664,"31,660",32
E01002665,"29,210",29
E01002666,"31,270",31
E01002667,"35,680",36
E01002668,"36,370",36
E01002669,"30,920",31
E01002670,"34,160",34
E01002671,"35,850",36
E01002672,"31,040",31
E01002673,"26,670",27
E01002674,"39,960",40
E01002675,"40,360",40
E01002676,"41,370",41
E01002677,"36,670",37
E01002678,"40,020",40
E01002679,"39,070",39
E01002680,"39,060",39
E01002681,"33,730",34
E01002682,"35,180",35
E01002683,"37,800",38
E01002684,"36,650",37
E01002686,"30,690",31
E01002687,"43,510",44
E01002689,"44,640",45
E01002690,"50,370",50
E01002691,"41,980",42
E01002692,"41,700",42
E01002693,"42,280",42
E01032573,"43,820",44
E01033000,"29,150",29
E01033030,"35,430",35
E01033081,"35,160",35
E01033082,"34,540",35
E01033083,"38,250",38
E01033084,"32,170",32
E01002694,"31,150",31
E01002695,"37,670",38
E01002696,"44,690",45
E01002697,"30,140",30
E01002698,"44,570",45
E01002699,"46,690",47
E01002700,"55,480",55
E01002701,"33,200",33
E01002702,"32,380",32
E01002703,"32,630",33
E01002704,"36,700",37
E01002706,"34,690",35
E01002707,"38,470",38
E01002708,"32,270",32
E01002709,"31,170",31
E01002710,"32,050",32
E01002711,"38,350",38
E01002712,"34,150",34
E01002713,"28,580",29
E01002714,"46,130",46
E01002715,"28,380",28
E01002716,"33,890",34
E01002717,"40,340",40
E01002718,"43,050",43
E01002719,"43,000",43
E01002720,"32,390",32
E01002721,"38,560",39
E01002722,"33,840",34
E01002723,"35,460",35
E01002724,"45,240",45
E01002725,"35,300",35
E01002726,"39,250",39
E01002727,"40,530",41
E01002728,"36,360",36
E01002729,"41,380",41
E01002730,"35,320",35
E01002731,"35,730",36
E01002732,"29,280",29
E01002733,"39,930",40
E01002734,"26,870",27
E01002735,"34,640",35
E01002736,"27,910",28
E01002737,"28,740",29
E01002738,"42,960",43
E01002739,"46,630",47
E01002740,"50,440",50
E01002741,"33,930",34
E01002742,"47,680",48
E01002743,"41,200",41
E01002744,"42,400",42
E01002745,"44,500",45
E01002747,"44,210",44
E01002748,"36,980",37
E01002749,"40,520",41
E01002751,"31,600",32
E01002752,"38,720",39
E01002753,"34,160",34
E01002754,"44,250",44
E01002755,"32,850",33
E01002756,"38,490",38
E01002757,"39,140",39
E01002758,"31,200",31
E01002759,"41,470",41
E01002760,"32,620",33
E01002762,"37,910",38
E01002763,"32,890",33
E01002764,"32,680",33
E01002765,"29,810",30
E01002766,"28,040",28
E01002767,"32,720",33
E01002768,"36,590",37
E01002769,"42,940",43
E01002770,"38,560",39
E01002771,"38,070",38
E01002772,"36,960",37
E01002773,"29,530",30
E01002774,"36,780",37
E01002775,"41,470",41
E01002776,"37,630",38
E01002777,"38,550",39
E01002778,"30,560",31
E01002779,"38,960",39
E01002780,"39,090",39
E01002781,"35,670",36
E01002782,"31,210",31
E01002783,"32,580",33
E01002784,"33,330",33
E01002785,"43,010",43
E01002786,"33,260",33
E01002787,"33,330",33
E01002788,"43,060",43
E01002789,"46,910",47
E01002790,"36,140",36
E01002791,"44,460",44
E01002792,"46,990",47
E01002793,"37,890",38
E01002794,"45,680",46
E01002795,"41,900",42
E01002796,"42,940",43
E01002797,"35,230",35
E01002798,"43,710",44
E01002799,"34,470",34
E01002800,"30,670",31
E01002801,"46,910",47
E01002802,"47,010",47
E01002803,"42,740",43
E01002804,"33,390",33
E01002805,"37,780",38
E01002806,"39,250",39
E01002807,"32,600",33
E01002808,"37,360",37
E01002809,"36,020",36
E01002810,"35,360",35
E01002811,"34,550",35
E01033486,"34,500",35
E01033487,"39,300",39
E01033488,"34,050",34
E01033489,"44,670",45
E01033490,"37,720",38
E01033491,"36,830",37
E01033492,"42,040",42
E01033493,"45,650",46
E01033494,"45,330",45
E01002812,"48,350",48
E01002813,"57,620",58
E01002814,"40,090",40
E01002815,"45,450",45
E01002816,"58,350",58
E01002817,"55,670",56
E01002818,"58,000",58
E01002819,"58,800",59
E01002820,"54,590",55
E01002821,"50,830",51
E01002822,"63,580",64
E01002823,"44,980",45
E01002824,"54,980",55
E01002825,"59,810",60
E01002826,"52,430",52
E01002827,"58,730",59
E01002828,"59,690",60
E01002829,"39,020",39
E01002830,"36,140",36
E01002831,"37,470",37
E01002832,"38,540",39
E01002833,"47,760",48
E01002834,"53,240",53
E01002835,"56,900",57
E01002836,"55,840",56
E01002837,"60,880",61
E01002838,"54,530",55
E01002839,"46,640",47
E01002840,"34,670",35
E01002841,"38,770",39
E01002842,"29,080",29
E01002843,"33,510",34
E01002844,"53,940",54
E01002845,"44,000",44
E01002846,"40,210",40
E01002847,"41,900",42
E01002848,"38,360",38
E01002849,"45,290",45
E01002850,"43,150",43
E01002851,"35,130",35
E01002852,"27,320",27
E01002853,"28,500",29
E01002854,"27,180",27
E01002855,"29,360",29
E01002856,"34,030",34
E01002857,"24,260",24
E01002858,"35,380",35
E01002859,"58,510",59
E01002860,"65,860",66
E01002861,"52,690",53
E01002862,"34,550",35
E01002863,"63,350",63
E01002864,"57,340",57
E01002865,"60,720",61
E01002866,"44,200",44
E01002867,"43,240",43
E01002868,"61,780",62
E01002869,"45,620",46
E01002870,"29,640",30
E01002871,"63,100",63
E01002872,"42,680",43
E01002873,"50,170",50
E01002874,"46,650",47
E01002875,"52,540",53
E01002876,"42,920",43
E01002877,"34,350",34
E01002878,"37,170",37
E01002879,"29,570",30
E01002880,"26,710",27
E01002881,"32,140",32
E01002882,"49,890",50
E01002883,"50,920",51
E01002884,"47,730",48
E01002885,"46,870",47
E01002886,"52,840",53
E01002887,"53,850",54
E01002888,"49,670",50
E01002889,"57,700",58
E01002890,"72,050",72
E01002891,"57,960",58
E01002892,"56,790",57
E01002893,"44,100",44
E01002894,"47,330",47
E01002895,"58,900",59
E01002896,"51,810",52
E01002897,"45,540",46
E01002898,"53,300",53
E01002899,"44,840",45
E01002900,"58,590",59
E01002901,"50,590",51
E01002902,"50,940",51
E01002903,"73,200",73
E01002904,"26,090",26
E01002905,"29,670",30
E01002906,"32,060",32
E01002907,"34,800",35
E01002908,"38,750",39
E01002909,"38,390",38
E01002910,"48,680",49
E01002911,"59,650",60
E01002912,"49,200",49
E01002913,"45,310",45
E01002914,"51,360",51
E01002915,"39,250",39
E01002916,"40,690",41
E01002917,"41,640",42
E01002918,"34,700",35
E01002919,"33,780",34
E01002920,"41,910",42
E01002921,"37,750",38
E01002922,"40,810",41
E01002923,"31,560",32
E01002924,"45,600",46
E01002925,"39,750",40
E01002926,"41,440",41
E01002927,"37,160",37
E01002928,"37,550",38
E01002929,"42,760",43
E01002930,"37,020",37
E01002931,"40,430",40
E01002932,"32,650",33
E01002933,"40,290",40
E01002934,"46,210",46
E01002935,"39,740",40
E01002937,"44,670",45
E01002938,"43,280",43
E01002939,"34,180",34
E01002940,"33,670",34
E01002941,"35,030",35
E01002942,"36,190",36
E01002943,"33,990",34
E01002944,"35,990",36
E01002945,"35,770",36
E01002946,"36,430",36
E01002947,"36,830",37
E01002948,"36,120",36
E01002949,"36,320",36
E01002950,"33,480",33
E01002951,"42,290",42
E01002952,"55,570",56
E01002953,"47,730",48
E01002954,"37,740",38
E01002955,"39,820",40
E01002956,"44,430",44
E01002957,"33,150",33
E01002958,"40,740",41
E01002959,"49,940",50
E01002960,"41,760",42
E01002961,"43,610",44
E01002962,"35,390",35
E01002963,"37,660",38
E01002964,"34,150",34
E01002965,"38,220",38
E01002966,"39,910",40
E01002967,"42,270",42
E01002968,"40,050",40
E01002969,"26,700",27
E01002970,"31,310",31
E01002971,"36,030",36
E01002972,"33,990",34
E01002973,"31,190",31
E01002974,"36,240",36
E01002975,"38,310",38
E01002976,"38,340",38
E01002977,"34,060",34
E01002978,"40,940",41
E01002979,"39,570",40
E01002980,"38,710",39
E01002981,"39,360",39
E01002982,"39,290",39
E01002983,"41,510",42
E01002984,"37,020",37
E01002985,"36,630",37
E01002986,"38,030",38
E01002987,"38,120",38
E01002988,"41,160",41
E01002989,"43,310",43
E01002990,"41,490",41
E01002991,"42,380",42
E01002992,"39,540",40
E01002993,"39,470",39
E01002994,"40,830",41
E01002995,"43,080",43
E01002996,"41,470",41
E01002997,"41,410",41
E01002998,"37,340",37
E01002999,"36,680",37
E01003000,"34,260",34
E01003001,"35,440",35
E01003002,"36,170",36
E01003003,"35,240",35
E01003004,"35,770",36
E01003005,"35,130",35
E01003006,"43,380",43
E01003007,"43,530",44
E01003008,"44,590",45
E01003009,"41,660",42
E01003010,"47,260",47
E01003011,"43,560",44
E01033568,"40,970",41
E01033569,"41,650",42
E01003013,"41,850",42
E01003014,"36,540",37
E01003015,"32,030",32
E01003016,"39,640",40
E01003017,"37,690",38
E01003018,"39,830",40
E01003019,"42,240",42
E01003020,"37,330",37
E01003021,"31,950",32
E01003022,"37,340",37
E01003023,"35,820",36
E01003024,"30,930",31
E01003025,"33,590",34
E01003026,"49,500",50
E01003027,"54,510",55
E01003028,"47,990",48
E01003029,"41,050",41
E01003030,"47,930",48
E01003031,"41,290",41
E01003032,"36,860",37
E01003033,"49,380",49
E01003034,"40,500",41
E01003035,"42,000",42
E01003036,"41,580",42
E01003037,"35,970",36
E01003038,"45,550",46
E01003039,"45,390",45
E01003040,"42,700",43
E01003041,"34,790",35
E01003042,"37,940",38
E01003043,"37,720",38
E01003044,"31,380",31
E01003045,"27,400",27
E01003046,"26,650",27
E01003047,"29,820",30
E01003048,"26,460",26
E01003049,"28,310",28
E01003050,"35,770",36
E01003051,"31,700",32
E01003052,"28,790",29
E01003053,"42,050",42
E01003054,"44,540",45
E01003055,"36,680",37
E01003056,"40,320",40
E01003057,"34,360",34
E01003058,"41,090",41
E01003059,"28,570",29
E01003060,"27,150",27
E01003061,"31,320",31
E01003062,"36,160",36
E01003063,"31,330",31
E01003064,"40,740",41
E01003065,"29,540",30
E01003066,"33,890",34
E01003067,"37,990",38
E01003068,"32,610",33
E01003069,"33,800",34
E01003070,"31,680",32
E01003071,"41,570",42
E01003072,"42,950",43
E01003073,"37,130",37
E01003074,"40,110",40
E01003075,"28,910",29
E01003076,"37,420",37
E01003077,"37,210",37
E01003078,"43,480",43
E01003079,"34,670",35
E01003080,"37,410",37
E01003081,"35,510",36
E01003082,"32,090",32
E01003083,"38,390",38
E01003084,"38,440",38
E01003085,"37,580",38
E01003086,"29,820",30
E01003087,"28,830",29
E01003088,"35,200",35
E01003089,"29,660",30
E01003090,"39,180",39
E01003091,"32,650",33
E01003092,"29,470",29
E01003093,"30,750",31
E01003094,"36,570",37
E01003095,"40,710",41
E01003096,"38,650",39
E01003097,"30,040",30
E01003098,"37,330",37
E01003099,"35,030",35
E01003100,"39,610",40
E01003101,"34,830",35
E01003102,"38,790",39
E01003104,"35,930",36
E01003105,"32,910",33
E01003106,"38,070",38
E01003107,"40,610",41
E01003108,"32,150",32
E01003109,"34,560",35
E01003110,"39,160",39
E01003111,"28,800",29
E01003112,"32,480",32
E01003113,"37,600",38
E01003114,"37,670",38
E01003115,"36,920",37
E01003116,"39,910",40
E01003117,"37,800",38
E01003118,"39,900",40
E01003119,"37,380",37
E01003120,"34,790",35
E01003121,"29,570",30
E01003122,"35,770",36
E01003123,"38,450",38
E01003124,"32,030",32
E01003125,"27,950",28
E01003126,"30,880",31
E01003127,"36,440",36
E01003128,"28,970",29
E01003129,"36,520",37
E01003130,"38,360",38
E01003131,"39,360",39
E01003132,"30,720",31
E01003133,"37,950",38
E01003134,"38,640",39
E01003135,"35,810",36
E01003136,"33,510",34
E01003137,"31,120",31
E01003138,"43,050",43
E01003139,"33,990",34
E01003140,"34,490",34
E01003141,"35,220",35
E01003142,"32,610",33
E01003143,"32,500",33
E01003144,"41,570",42
E01003145,"35,160",35
E01003146,"33,260",33
E01003147,"35,830",36
E01003148,"37,610",38
E01003149,"38,680",39
E01003150,"34,410",34
E01003151,"31,150",31
E01003152,"37,900",38
E01003153,"37,480",37
E01003154,"33,360",33
E01003155,"38,030",38
E01003156,"40,910",41
E01003157,"46,230",46
E01003158,"45,940",46
E01003159,"32,010",32
E01003160,"29,450",29
E01003161,"42,290",42
E01003162,"28,520",29
E01003163,"40,180",40
E01003164,"36,850",37
E01003165,"39,620",40
E01003166,"38,090",38
E01003167,"43,830",44
E01003168,"32,700",33
E01003169,"37,990",38
E01003170,"42,980",43
E01003171,"36,810",37
E01003172,"30,920",31
E01003173,"39,050",39
E01003174,"28,380",28
E01003175,"29,840",30
E01003176,"30,780",31
E01003177,"37,230",37
E01003178,"39,640",40
E01003179,"28,750",29
E01003180,"35,460",35
E01003181,"32,490",32
E01003182,"32,150",32
E01003183,"32,650",33
E01003184,"28,180",28
E01003185,"35,000",35
E01003186,"36,600",37
E01003187,"30,590",31
E01003188,"28,380",28
E01032582,"36,400",36
E01033207,"34,440",34
E01033208,"41,210",41
E01003189,"29,070",29
E01003190,"29,910",30
E01003191,"29,760",30
E01003192,"28,270",28
E01003193,"31,750",32
E01003194,"30,880",31
E01003195,"33,870",34
E01003196,"29,530",30
E01003197,"29,370",29
E01003198,"43,210",43
E01003199,"43,980",44
E01003200,"45,680",46
E01003201,"38,120",38
E01003202,"45,390",45
E01003203,"37,130",37
E01003204,"40,640",41
E01003205,"33,470",33
E01003206,"42,650",43
E01003207,"30,990",31
E01003209,"32,710",33
E01003210,"36,490",36
E01003211,"38,200",38
E01003212,"35,650",36
E01003213,"38,760",39
E01003214,"34,480",34
E01003215,"34,070",34
E01003216,"36,590",37
E01003217,"37,110",37
E01003218,"38,280",38
E01003219,"37,350",37
E01003220,"36,730",37
E01003221,"35,570",36
E01003222,"35,890",36
E01003223,"38,080",38
E01003224,"36,780",37
E01003225,"41,400",41
E01003226,"39,310",39
E01003227,"40,540",41
E01003228,"41,520",42
E01003229,"34,090",34
E01003230,"36,680",37
E01003231,"38,270",38
E01003232,"40,870",41
E01003233,"40,200",40
E01003235,"32,190",32
E01003236,"30,090",30
E01003237,"29,290",29
E01003238,"30,080",30
E01003239,"29,810",30
E01003240,"29,430",29
E01003241,"30,690",31
E01003243,"29,040",29
E01003244,"28,090",28
E01003245,"29,070",29
E01003246,"28,180",28
E01003247,"34,110",34
E01003248,"28,460",28
E01003249,"31,950",32
E01003250,"31,880",32
E01003251,"26,390",26
E01003252,"25,240",25
E01003253,"28,140",28
E01003254,"43,280",43
E01003255,"39,990",40
E01003256,"34,010",34
E01003257,"35,740",36
E01003258,"32,130",32
E01003259,"37,790",38
E01003260,"40,720",41
E01003261,"40,760",41
E01003262,"39,430",39
E01003263,"33,960",34
E01003264,"33,470",33
E01003265,"31,650",32
E01003266,"29,830",30
E01003267,"30,880",31
E01003268,"36,150",36
E01003269,"35,580",36
E01003270,"37,540",38
E01003271,"38,880",39
E01003272,"37,520",38
E01003273,"35,770",36
E01003274,"38,510",39
E01003275,"34,570",35
E01003276,"38,380",38
E01003277,"38,910",39
E01003278,"37,650",38
E01003279,"39,590",40
E01003280,"36,110",36
E01003281,"40,480",40
E01003282,"38,390",38
E01003283,"43,020",43
E01003284,"39,690",40
E01003285,"40,640",41
E01003286,"34,510",35
E01003287,"42,600",43
E01003288,"31,660",32
E01003290,"31,670",32
E01003291,"29,170",29
E01003292,"37,520",38
E01003293,"34,760",35
E01003295,"35,000",35
E01003296,"34,040",34
E01003297,"30,480",30
E01003298,"29,590",30
E01003299,"31,960",32
E01003300,"29,400",29
E01003301,"33,180",33
E01003302,"29,980",30
E01003303,"29,830",30
E01003304,"29,480",29
E01003305,"31,030",31
E01003307,"37,340",37
E01003308,"37,340",37
E01003309,"32,180",32
E01003310,"33,990",34
E01003311,"38,000",38
E01003312,"36,820",37
E01003313,"33,460",33
E01003314,"39,410",39
E01003315,"37,500",38
E01003316,"38,720",39
E01003317,"34,260",34
E01003318,"32,340",32
E01003319,"32,970",33
E01003320,"32,150",32
E01003321,"33,670",34
E01003322,"34,570",35
E01003323,"34,190",34
E01003324,"31,120",31
E01003325,"33,320",33
E01003326,"35,430",35
E01003327,"36,550",37
E01003328,"35,520",36
E01003329,"36,530",37
E01003330,"32,240",32
E01003331,"33,410",33
E01003332,"34,710",35
E01003333,"34,650",35
E01003334,"33,650",34
E01003335,"34,980",35
E01003336,"30,320",30
E01003337,"31,130",31
E01003338,"30,290",30
E01003339,"34,950",35
E01003340,"36,920",37
E01003341,"38,660",39
E01003342,"36,810",37
E01003343,"36,120",36
E01003344,"36,750",37
E01003345,"36,490",36
E01003346,"31,080",31
E01003347,"28,680",29
E01003348,"31,760",32
E01003349,"30,610",31
E01003350,"30,540",31
E01003351,"30,080",30
E01003352,"31,690",32
E01003353,"33,590",34
E01003354,"33,790",34
E01032564,"29,510",30
E01032565,"28,830",29
E01032579,"29,620",30
E01033320,"36,260",36
E01033322,"37,340",37
E01033324,"35,750",36
E01033325,"39,560",40
E01033327,"34,360",34
E01033341,"32,230",32
E01003355,"43,920",44
E01003356,"45,680",46
E01003357,"31,300",31
E01003358,"45,370",45
E01003359,"38,990",39
E01003360,"43,700",44
E01003361,"39,720",40
E01003362,"39,310",39
E01003363,"38,760",39
E01003364,"38,400",38
E01003365,"39,600",40
E01003366,"36,650",37
E01003367,"37,350",37
E01003368,"33,510",34
E01003369,"37,110",37
E01003370,"36,510",37
E01003371,"38,010",38
E01003372,"32,330",32
E01003373,"26,440",26
E01003374,"29,910",30
E01003375,"31,500",32
E01003376,"29,170",29
E01003377,"26,800",27
E01003378,"30,090",30
E01003379,"26,730",27
E01003380,"44,030",44
E01003381,"41,670",42
E01003382,"43,820",44
E01003383,"47,790",48
E01003384,"48,590",49
E01003385,"47,530",48
E01003386,"31,290",31
E01003387,"29,060",29
E01003388,"30,680",31
E01003389,"31,220",31
E01003390,"25,960",26
E01003391,"27,630",28
E01003392,"32,000",32
E01003393,"33,470",33
E01003394,"32,580",33
E01003395,"33,890",34
E01003396,"34,940",35
E01003397,"33,820",34
E01003398,"34,350",34
E01003399,"44,130",44
E01003400,"46,540",47
E01003401,"47,260",47
E01003402,"49,540",50
E01003403,"47,510",48
E01003404,"45,500",46
E01003405,"29,070",29
E01003406,"32,140",32
E01003407,"33,840",34
E01003408,"33,770",34
E01003409,"30,230",30
E01003410,"30,980",31
E01003411,"31,830",32
E01003412,"30,890",31
E01003413,"33,270",33
E01003414,"33,420",33
E01003415,"33,680",34
E01003416,"33,410",33
E01003417,"36,120",36
E01003418,"36,030",36
E01003419,"35,900",36
E01003420,"36,120",36
E01003421,"36,320",36
E01003422,"36,560",37
E01003423,"43,210",43
E01003424,"46,820",47
E01003425,"45,470",45
E01003426,"42,440",42
E01003427,"34,680",35
E01003428,"44,200",44
E01003429,"32,500",33
E01003430,"28,110",28
E01003431,"29,180",29
E01003432,"29,010",29
E01003433,"30,350",30
E01003434,"33,340",33
E01003435,"32,150",32
E01003436,"30,470",30
E01003437,"32,220",32
E01003438,"29,290",29
E01003439,"30,590",31
E01003440,"30,870",31
E01003441,"30,580",31
E01003442,"49,070",49
E01003443,"51,000",51
E01003444,"46,370",46
E01003445,"46,280",46
E01003446,"38,700",39
E01003447,"34,550",35
E01003448,"30,260",30
E01003449,"31,410",31
E01003450,"30,110",30
E01003451,"33,610",34
E01003452,"29,580",30
E01003453,"30,790",31
E01003454,"45,360",45
E01003455,"40,450",40
E01003456,"44,530",45
E01003457,"47,530",48
E01003458,"45,250",45
E01003459,"39,690",40
