Code,Median_income,income_in_thou
E01004606,"50,120",50
E01004607,"51,590",52
E01004608,"47,100",47
E01004609,"49,270",49
E01004610,"34,480",34
E01004611,"38,290",38
E01004612,"36,170",36
E01004613,"30,330",30
E01004614,"33,520",34
E01004615,"30,140",30
E01004616,"33,680",34
E01004617,"32,010",32
E01004618,"41,620",42
E01004619,"52,690",53
E01004620,"44,710",45
E01004621,"45,500",46
E01004622,"39,330",39
E01004623,"46,790",47
E01004624,"41,810",42
E01004625,"56,760",57
E01004626,"48,000",48
E01004627,"49,390",49
E01004628,"36,620",37
E01004629,"44,890",45
E01004630,"30,680",31
E01004631,"33,570",34
E01004632,"40,570",41
E01004633,"31,920",32
E01004634,"39,160",39
E01004635,"39,120",39
E01004636,"39,610",40
E01004637,"37,430",37
E01004638,"52,950",53
E01004639,"42,980",43
E01004640,"45,890",46
E01004641,"41,360",41
E01004642,"35,560",36
E01004643,"35,750",36
E01004644,"37,500",38
E01004645,"31,970",32
E01033093,"51,210",51
E01033098,"38,920",39
E01033099,"38,410",38
E01033100,"31,570",32
E01033101,"46,130",46
E01033132,"35,150",35
E01033133,"41,960",42
E01033135,"51,380",51
E01004646,"57,290",57
E01004647,"48,770",49
E01004648,"44,850",45
E01004649,"51,320",51
E01004650,"49,510",50
E01004651,"44,120",44
E01004652,"42,700",43
E01004653,"51,470",51
E01004654,"47,770",48
E01004656,"42,830",43
E01004657,"51,830",52
E01004658,"41,200",41
E01004659,"44,900",45
E01004660,"50,520",51
E01004661,"44,940",45
E01004662,"48,260",48
E01004663,"47,800",48
E01004665,"28,670",29
E01004666,"38,930",39
E01004667,"36,850",37
E01004668,"37,450",37
E01004669,"32,180",32
E01004670,"22,940",23
E01004674,"30,210",30
E01004675,"31,640",32
E01004676,"38,220",38
E01004677,"34,760",35
E01004678,"33,590",34
E01004679,"31,360",31
E01004680,"48,440",48
E01004681,"46,070",46
E01004682,"44,590",45
E01004683,"51,170",51
E01004684,"39,300",39
E01004686,"35,860",36
E01004687,"79,010",79
E01004688,"63,670",64
E01004689,"78,470",78
E01004690,"77,500",78
E01004691,"67,470",67
E01004692,"70,660",71
E01004693,"50,870",51
E01004694,"48,510",49
E01004695,"44,520",45
E01004696,"35,080",35
E01004697,"44,750",45
E01004698,"43,180",43
E01004699,"44,340",44
E01004700,"46,660",47
E01004701,"47,860",48
E01004702,"28,740",29
E01004703,"50,100",50
E01004705,"50,590",51
E01004706,"48,840",49
E01004707,"49,880",50
E01004708,"40,480",40
E01004709,"42,310",42
E01004710,"31,920",32
E01004711,"34,020",34
E01004712,"50,440",50
E01004713,"56,630",57
E01004714,"53,500",54
E01004715,"41,500",42
E01004716,"53,400",53
E01004717,"51,710",52
E01004718,"31,980",32
E01004719,"32,520",33
E01004720,"32,610",33
E01004721,"28,450",28
E01004722,"26,780",27
E01004723,"31,980",32
E01004724,"43,000",43
E01004725,"37,210",37
E01004726,"44,240",44
E01004727,"48,720",49
E01004728,"39,620",40
E01004729,"36,600",37
E01004730,"48,200",48
E01004731,"51,400",51
E01004732,"39,030",39
E01004733,"50,140",50
E01004734,"43,660",44
E01004735,"44,510",45
E01004736,"50,610",51
E01004737,"45,280",45
E01004738,"47,410",47
E01004739,"45,060",45
E01004740,"35,610",36
E01004741,"40,620",41
E01004742,"48,150",48
E01004743,"40,610",41
E01004744,"43,000",43
E01004745,"42,510",43
E01004746,"34,410",34
E01004747,"42,400",42
E01004748,"50,950",51
E01004749,"48,430",48
E01004750,"41,620",42
E01004751,"50,280",50
E01004752,"42,870",43
E01004753,"45,660",46
E01004754,"26,490",26
E01004755,"31,050",31
E01004756,"37,590",38
E01004757,"27,760",28
E01004760,"37,720",38
E01004761,"54,250",54
E01004762,"55,110",55
E01004763,"43,920",44
E01004765,"47,160",47
E01032512,"26,790",27
E01032513,"27,730",28
E01033593,"39,490",39
E01033594,"39,820",40
E01033595,"47,480",47
E01033596,"43,410",43
E01033597,"40,470",40
E01033598,"25,520",26
E01033599,"32,100",32
E01033600,"48,130",48
E01033601,"27,540",28
E01033602,"25,130",25
E01033603,"31,800",32
E01033604,"27,040",27
E01033605,"25,490",25
E01033606,"45,050",45
E01033607,"44,730",45
E01033608,"45,330",45
